Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D41Z;D41B;D42Z;D42B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;Anf_35Z;Anf_35B;Anf_41Z;Anf_41B
31.07.2024;01:48;A 70;1;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:47;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:46;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:45;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;1;74;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:44;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:43;A 70;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
31.07.2024;01:42;A 70;1;0;0;0;0;0;0;1;1;3;1;0;0;0;0;0;100;3;1;0;0;0;0;;;;;;;;;;
31.07.2024;01:41;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:40;A 70;1;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:39;A 70;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
31.07.2024;01:38;A 70;1;0;0;0;0;1;2;0;0;2;1;0;0;1;1;0;100;1;1;0;0;0;0;;;;;;;;;;
31.07.2024;01:37;A 70;1;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:36;A 70;1;0;0;1;67;1;65;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:35;A 70;1;0;0;0;39;0;38;2;2;1;28;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
31.07.2024;01:34;A 70;1;0;25;1;31;1;29;0;0;0;0;0;0;0;0;0;100;1;31;0;0;0;0;;;;;;;;;;
31.07.2024;01:33;A 70;1;1;44;0;0;0;0;1;1;0;0;0;0;0;0;0;100;2;3;0;0;0;0;;;;;;;;;;
31.07.2024;01:32;A 70;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:31;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:30;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:29;A 70;1;0;0;0;7;0;0;0;0;0;0;0;0;0;7;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:28;A 70;1;0;0;1;3;0;0;0;0;0;0;0;0;1;64;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:27;A 70;1;1;3;0;0;0;0;1;1;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:26;A 70;1;0;0;0;0;0;0;2;2;2;2;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:25;A 70;1;0;0;0;0;0;0;1;1;3;1;0;0;0;0;0;100;2;1;0;0;0;0;;;;;;;;;;
31.07.2024;01:24;A 70;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;100;2;1;0;0;0;0;;;;;;;;;;
31.07.2024;01:23;A 70;1;0;0;1;70;1;66;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:22;A 70;1;0;0;0;0;0;0;1;2;0;0;0;0;0;25;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:21;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;1;43;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:20;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:19;A 70;1;0;0;0;0;0;0;0;21;2;26;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
31.07.2024;01:18;A 70;1;1;23;0;0;0;0;2;18;1;13;0;0;1;70;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:17;A 70;1;0;0;1;49;0;0;0;0;1;1;0;0;1;4;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:16;A 70;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:15;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:14;A 70;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:13;A 70;1;0;0;1;61;0;0;1;1;1;1;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:12;A 70;1;0;0;0;50;0;0;0;0;0;0;0;0;1;9;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:11;A 70;1;0;0;1;22;1;12;0;0;0;0;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
31.07.2024;01:10;A 70;1;0;0;0;0;1;1;1;1;2;1;0;0;1;68;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:09;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:08;A 70;1;1;59;1;46;1;45;0;0;0;0;0;0;1;70;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:07;A 70;1;0;0;0;0;1;1;2;4;1;1;0;0;0;28;0;100;1;8;0;0;0;0;;;;;;;;;;
31.07.2024;01:06;A 70;1;0;0;0;16;2;1;1;2;0;0;0;0;2;64;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:05;A 70;1;0;0;1;54;1;3;0;0;1;1;0;0;1;3;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:04;A 70;1;0;0;0;0;2;58;0;0;1;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
31.07.2024;01:03;A 70;1;0;0;0;61;0;0;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:02;A 70;1;0;0;1;6;0;0;0;0;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:01;A 70;1;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;01:00;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:59;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:58;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:57;A 70;1;0;0;0;0;1;4;0;0;0;0;0;0;2;25;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:56;A 70;1;0;0;0;0;0;0;2;2;1;1;0;0;1;15;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:55;A 70;1;0;0;0;0;0;0;1;1;1;0;0;0;0;10;0;100;1;1;0;0;0;0;;;;;;;;;;
31.07.2024;00:54;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;1;59;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:53;A 70;1;0;0;1;30;1;1;0;0;0;0;0;0;1;44;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:52;A 70;1;0;0;0;27;0;0;1;2;0;0;0;0;1;29;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:51;A 70;1;0;0;1;43;0;0;0;0;1;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
31.07.2024;00:50;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:49;A 70;1;0;0;0;0;2;1;0;0;1;0;0;0;1;73;0;100;1;6;0;0;0;0;;;;;;;;;;
31.07.2024;00:48;A 70;1;0;0;2;71;2;66;0;0;0;0;0;0;1;6;0;100;1;2;0;0;0;0;;;;;;;;;;
31.07.2024;00:47;A 70;1;1;1;0;0;0;45;0;0;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:46;A 70;1;0;0;0;0;1;26;0;0;1;0;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
31.07.2024;00:45;A 70;1;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:44;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:43;A 70;1;0;0;0;0;0;0;0;0;1;2;0;0;1;62;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:42;A 70;1;0;0;1;1;0;0;0;0;4;3;0;0;2;25;0;100;3;2;0;0;0;0;;;;;;;;;;
31.07.2024;00:41;A 70;1;0;0;0;0;0;0;1;2;2;1;0;0;1;1;0;100;0;3;0;0;0;0;;;;;;;;;;
31.07.2024;00:40;A 70;1;0;0;1;75;1;74;0;0;0;0;0;0;0;0;0;100;1;6;0;0;0;0;;;;;;;;;;
31.07.2024;00:39;A 70;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
31.07.2024;00:38;A 70;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:37;A 70;1;0;70;0;0;1;0;1;2;0;0;0;0;1;1;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:36;A 70;1;1;7;0;0;0;0;1;1;1;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
31.07.2024;00:35;A 70;1;0;0;0;0;0;0;1;1;0;0;0;0;0;27;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:34;A 70;1;0;0;0;0;0;0;0;0;1;1;0;0;1;42;0;100;1;1;0;0;0;0;;;;;;;;;;
31.07.2024;00:33;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:32;A 70;1;0;0;0;0;0;0;1;1;0;0;0;0;1;67;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:31;A 70;1;0;0;0;0;0;0;1;1;0;0;0;0;2;5;0;100;1;7;0;0;0;0;;;;;;;;;;
31.07.2024;00:30;A 70;1;0;0;0;0;1;1;0;0;2;1;0;0;0;0;0;100;2;2;0;0;0;0;;;;;;;;;;
31.07.2024;00:29;A 70;1;0;0;0;0;0;70;0;0;2;1;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:28;A 70;1;0;0;1;1;3;3;2;5;0;0;0;0;3;6;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:27;A 70;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;100;3;1;0;0;0;0;;;;;;;;;;
31.07.2024;00:26;A 70;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:25;A 70;1;0;0;0;0;2;1;1;1;1;1;0;0;1;1;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:24;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;2;71;0;100;1;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:23;A 70;1;0;0;0;0;0;2;2;3;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:22;A 70;1;0;0;0;0;1;68;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:21;A 70;1;0;0;0;0;0;11;1;3;3;4;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
31.07.2024;00:20;A 70;1;0;0;0;0;1;59;2;4;2;2;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:19;A 70;1;0;0;1;7;2;23;0;0;2;1;0;0;1;34;0;100;1;7;0;0;0;0;;;;;;;;;;
31.07.2024;00:18;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;1;69;0;100;1;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:17;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:16;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:15;A 70;1;0;0;1;1;1;70;2;3;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:14;A 70;1;0;0;0;0;0;0;0;0;1;1;0;0;1;6;0;100;1;1;0;0;0;0;;;;;;;;;;
31.07.2024;00:13;A 70;1;0;0;0;10;0;9;0;0;0;0;0;0;0;11;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:12;A 70;1;0;0;1;33;1;32;1;1;2;1;0;0;1;61;0;100;1;1;0;0;0;0;;;;;;;;;;
31.07.2024;00:11;A 70;1;0;0;0;0;0;0;0;0;2;2;0;0;1;1;0;100;1;1;0;0;0;0;;;;;;;;;;
31.07.2024;00:10;A 70;1;1;2;1;4;1;4;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:09;A 70;1;0;48;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;0;1;2;1;2;;;;;;;;;;
31.07.2024;00:08;A 70;1;1;23;0;19;0;20;0;0;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:07;A 70;1;0;0;1;54;1;54;0;0;0;0;0;0;0;0;0;100;1;2;0;0;0;0;;;;;;;;;;
31.07.2024;00:06;A 70;1;0;0;0;0;0;0;1;2;1;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
31.07.2024;00:05;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:04;A 70;1;0;0;0;0;1;70;1;1;1;1;0;0;2;50;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:03;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
31.07.2024;00:02;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;2;1;0;0;0;0;;;;;;;;;;
31.07.2024;00:01;A 70;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;100;2;1;0;0;0;0;;;;;;;;;;
31.07.2024;00:00;A 70;1;0;0;0;0;1;1;0;0;0;0;0;0;4;51;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:59;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:58;A 70;1;0;0;1;68;1;1;4;5;3;3;0;0;2;61;0;100;2;1;0;0;0;0;;;;;;;;;;
30.07.2024;23:57;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:56;A 70;1;0;0;0;47;0;0;1;1;0;0;0;0;1;34;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:55;A 70;1;0;0;1;25;0;0;1;1;2;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:54;A 70;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:53;A 70;1;0;0;0;29;1;31;0;0;2;2;0;0;0;30;0;100;1;1;0;0;0;0;;;;;;;;;;
30.07.2024;23:52;A 70;1;0;0;1;22;1;25;2;3;2;1;0;0;1;39;0;100;1;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:51;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:50;A 70;1;0;0;0;0;1;52;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:49;A 70;1;0;0;1;1;1;2;0;0;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:48;A 70;1;0;0;0;15;2;15;0;0;2;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
30.07.2024;23:47;A 70;1;0;0;1;35;1;34;1;1;1;1;0;0;1;1;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:46;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;100;1;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:45;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;1;18;0;100;1;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:44;A 70;1;0;0;0;0;0;0;4;10;1;1;0;0;0;0;0;100;3;5;0;0;0;0;;;;;;;;;;
30.07.2024;23:43;A 70;1;0;0;1;2;0;0;3;3;1;0;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
30.07.2024;23:42;A 70;1;0;0;0;4;0;3;1;2;1;1;0;0;1;1;0;100;1;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:41;A 70;1;0;0;3;71;1;0;1;1;1;2;0;0;2;42;0;100;1;1;1;2;1;2;;;;;;;;;;
30.07.2024;23:40;A 70;1;0;0;0;0;0;51;2;5;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:39;A 70;1;0;0;0;0;2;20;1;2;0;0;0;0;2;11;0;100;1;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:38;A 70;1;0;0;0;0;0;0;2;2;2;1;0;0;1;62;0;100;2;2;0;0;0;0;;;;;;;;;;
30.07.2024;23:37;A 70;1;0;0;0;0;0;0;2;2;3;2;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:36;A 70;1;0;0;1;48;0;50;2;2;3;2;0;0;1;1;0;100;3;3;0;0;0;0;;;;;;;;;;
30.07.2024;23:35;A 70;1;0;0;1;19;2;40;1;2;1;1;0;0;0;0;0;100;2;2;0;0;0;0;;;;;;;;;;
30.07.2024;23:34;A 70;1;0;0;0;0;0;0;1;1;3;2;0;0;1;2;0;100;2;1;0;0;0;0;;;;;;;;;;
30.07.2024;23:33;A 70;1;0;0;0;38;1;39;1;3;1;1;0;0;1;0;0;100;1;1;0;0;0;0;;;;;;;;;;
30.07.2024;23:32;A 70;1;0;0;1;32;1;29;3;4;3;2;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:31;A 70;1;0;0;1;68;0;0;0;0;1;1;0;0;1;19;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:30;A 70;1;1;29;0;0;1;1;0;0;1;0;0;0;1;67;0;100;1;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:29;A 70;1;0;0;1;1;2;1;1;2;0;0;0;0;4;7;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:28;A 70;1;0;0;2;71;2;5;2;3;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:27;A 70;1;0;0;0;25;1;2;0;1;0;0;0;0;2;2;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:26;A 70;1;0;0;1;50;2;3;4;4;0;0;0;0;0;27;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:25;A 70;1;0;0;0;0;0;0;2;2;2;1;0;0;1;44;0;100;1;1;0;0;0;0;;;;;;;;;;
30.07.2024;23:24;A 70;1;0;0;0;0;1;6;1;0;2;1;0;0;0;66;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:23;A 70;1;0;53;1;1;2;11;0;0;2;2;0;0;1;3;0;100;1;1;0;0;0;0;;;;;;;;;;
30.07.2024;23:22;A 70;1;2;76;1;56;1;55;2;2;2;1;0;0;3;24;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:21;A 70;1;1;19;0;0;0;23;1;1;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:20;A 70;1;0;0;0;25;1;75;3;2;2;1;0;0;1;4;0;100;3;17;0;0;0;0;;;;;;;;;;
30.07.2024;23:19;A 70;1;0;0;1;65;1;29;0;0;1;1;0;0;1;6;0;100;2;10;0;0;0;0;;;;;;;;;;
30.07.2024;23:18;A 70;1;0;9;1;40;2;61;2;3;2;2;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:17;A 70;1;1;8;0;0;1;64;0;0;1;0;0;0;0;0;0;100;3;2;0;0;0;0;;;;;;;;;;
30.07.2024;23:16;A 70;1;0;0;3;6;1;1;4;5;1;1;0;0;1;69;0;100;1;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:15;A 70;1;0;0;1;0;1;1;0;0;1;1;0;0;0;68;0;100;1;18;0;0;0;0;;;;;;;;;;
30.07.2024;23:14;A 70;1;0;0;0;0;0;65;2;4;1;0;0;0;3;44;0;100;1;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:13;A 70;1;0;0;0;0;1;6;3;2;4;2;0;0;0;0;0;100;5;3;0;0;0;0;;;;;;;;;;
30.07.2024;23:12;A 70;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:11;A 70;1;0;0;4;9;1;6;2;2;2;2;0;0;2;9;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:10;A 70;1;0;0;2;1;1;1;2;3;2;2;0;0;1;1;0;100;1;1;1;2;1;2;;;;;;;;;;
30.07.2024;23:09;A 70;1;0;0;0;0;0;0;1;1;2;1;0;0;1;75;0;100;2;1;0;0;0;0;;;;;;;;;;
30.07.2024;23:08;A 70;1;0;0;1;1;1;1;1;1;1;1;0;0;1;41;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:07;A 70;1;0;0;2;3;4;3;2;4;1;9;0;0;3;71;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:06;A 70;1;0;0;0;0;0;1;2;2;3;2;0;0;1;36;0;100;2;1;0;0;0;0;;;;;;;;;;
30.07.2024;23:05;A 70;1;1;55;3;62;2;69;3;3;1;0;0;0;0;0;0;100;2;1;0;0;0;0;;;;;;;;;;
30.07.2024;23:04;A 70;1;0;0;0;6;0;6;2;35;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;23:03;A 70;1;0;0;1;31;1;28;1;2;2;1;0;0;0;0;0;100;3;2;0;0;0;0;;;;;;;;;;
30.07.2024;23:02;A 70;1;0;0;2;49;0;0;2;3;1;1;0;0;1;69;0;100;2;3;0;0;0;0;;;;;;;;;;
30.07.2024;23:01;A 70;1;0;0;0;0;0;0;1;1;2;1;0;0;2;45;0;100;1;1;0;0;0;0;;;;;;;;;;
30.07.2024;23:00;A 70;1;0;0;0;0;1;26;1;1;1;0;0;0;0;32;0;100;3;1;0;0;0;0;;;;;;;;;;
30.07.2024;22:59;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;2;45;0;100;1;1;0;0;0;0;;;;;;;;;;
30.07.2024;22:58;A 70;1;0;0;2;57;3;3;0;0;1;0;0;0;1;35;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;22:57;A 70;1;0;0;1;17;0;0;2;2;3;2;0;0;0;0;0;100;2;2;0;0;0;0;;;;;;;;;;
30.07.2024;22:56;A 70;1;0;0;1;24;1;21;3;3;0;0;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
30.07.2024;22:55;A 70;1;0;0;0;0;0;0;2;2;0;0;0;0;1;1;0;100;2;1;0;0;0;0;;;;;;;;;;
30.07.2024;22:54;A 70;1;0;0;1;58;1;3;3;3;1;1;0;0;2;59;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;22:53;A 70;1;1;14;3;77;3;71;0;1;3;3;0;0;0;0;0;100;2;15;0;0;0;0;;;;;;;;;;
30.07.2024;22:52;A 70;1;1;21;1;4;3;18;2;4;2;2;0;0;2;17;0;100;1;65;1;2;1;2;;;;;;;;;;
30.07.2024;22:51;A 70;1;1;16;1;2;0;0;3;7;3;1;0;0;1;50;0;100;0;0;0;0;0;0;;;;;;;;;;
30.07.2024;22:50;A 70;1;0;0;2;45;2;41;3;11;3;1;0;0;0;0;0;100;3;3;0;0;0;0;;;;;;;;;;
