Datum;Uhrzeit;Bezeichnung;Intervall;V11Z;V11B;V12Z;V12B;V13Z;V13B;D21Z;D21B;V31Z;V31B;V32Z;V32B;V33Z;V33B;V41Z;V41B;V42Z;V42B;V43Z;V43B;T1-T2_Anf_32Z;T1-T2_Anf_32B;T3-T4_Anf_38Z;T3-T4_Anf_38B;V14Z;V14B;V40Z;V40B;T5-T6_Anf_31Z;T5-T6_Anf_31B
28.09.2024;01:37;A181;1;0;0;0;0;0;0;0;100;0;0;1;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:36;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:35;A181;1;1;2;2;3;1;1;0;100;0;0;1;4;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:34;A181;1;0;0;2;2;2;8;0;100;0;0;1;3;1;2;2;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0
28.09.2024;01:33;A181;1;0;0;0;0;0;0;0;100;0;0;1;3;1;3;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:32;A181;1;0;0;0;0;0;0;0;100;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:31;A181;1;0;0;0;0;2;13;0;100;0;0;2;4;2;3;2;5;0;0;0;0;0;0;0;0;1;3;1;2;0;0
28.09.2024;01:30;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:29;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;1;3;3;4;0;0;0;0;0;0;0;0;0;0;1;2;1;1
28.09.2024;01:28;A181;1;0;0;0;0;1;2;0;100;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:27;A181;1;0;0;0;0;1;6;0;100;0;0;1;4;2;3;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:26;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;2;15;1;1;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:25;A181;1;0;0;0;0;0;0;0;100;0;0;3;10;3;8;1;1;2;2;0;0;0;0;0;0;1;1;0;0;0;0
28.09.2024;01:24;A181;1;1;2;0;0;0;0;0;100;0;0;0;0;0;0;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:23;A181;1;0;0;3;5;3;7;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:22;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:21;A181;1;0;0;0;0;0;0;0;100;0;0;1;3;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:20;A181;1;0;0;3;3;1;5;0;100;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:19;A181;1;0;0;0;0;0;0;0;100;0;0;1;2;1;2;0;0;1;35;1;1;1;2;0;0;0;0;0;0;0;0
28.09.2024;01:18;A181;1;1;2;1;1;0;2;0;100;0;0;0;0;0;0;1;1;2;18;1;1;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:17;A181;1;0;0;0;0;1;1;0;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:16;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;1;2;3;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:15;A181;1;0;0;0;0;0;0;0;100;0;0;1;1;2;8;1;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:14;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:13;A181;1;0;0;1;2;0;0;0;100;0;0;1;2;2;3;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:12;A181;1;1;1;2;2;1;2;0;100;0;0;0;0;0;0;1;5;0;0;1;3;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:11;A181;1;0;0;2;2;2;10;0;100;0;0;2;3;2;3;1;9;0;0;1;11;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:10;A181;1;0;0;0;0;1;7;0;100;0;0;0;0;0;0;2;16;0;0;1;3;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:09;A181;1;0;0;1;2;1;3;0;100;0;0;1;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0
28.09.2024;01:08;A181;1;0;0;0;0;0;0;0;100;0;0;4;10;4;10;0;0;0;0;1;3;0;0;0;0;1;2;0;0;0;0
28.09.2024;01:07;A181;1;0;0;1;2;1;1;0;100;0;0;1;3;2;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
28.09.2024;01:06;A181;1;0;0;1;1;1;2;0;100;0;0;0;0;1;4;1;1;2;2;1;2;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:05;A181;1;0;0;1;4;1;6;0;100;0;0;0;0;0;0;1;1;1;29;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:04;A181;1;0;0;2;5;0;0;0;100;0;0;1;2;1;1;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:03;A181;1;0;0;2;4;2;7;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
28.09.2024;01:02;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:01;A181;1;0;0;0;0;0;0;0;100;0;0;1;3;2;4;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
28.09.2024;01:00;A181;1;0;0;0;0;0;0;0;100;0;0;2;5;2;4;2;4;0;0;0;0;0;0;0;0;1;3;0;0;0;0
28.09.2024;00:59;A181;1;0;0;0;0;2;3;0;100;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;1;2;0;0;0;0
28.09.2024;00:58;A181;1;1;1;2;2;0;0;0;100;0;0;1;1;1;1;1;20;0;0;0;0;0;0;0;0;1;2;0;0;0;0
28.09.2024;00:57;A181;1;0;0;4;5;1;1;0;100;0;0;3;5;3;7;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:56;A181;1;0;0;1;2;0;0;0;100;0;0;3;7;3;5;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0
28.09.2024;00:55;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;0;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:54;A181;1;0;0;1;1;2;10;0;100;0;0;1;3;2;5;2;36;0;0;0;0;0;0;0;0;1;2;0;0;0;0
28.09.2024;00:53;A181;1;0;0;0;0;0;4;0;100;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0
28.09.2024;00:52;A181;1;1;2;1;2;2;5;0;100;0;0;1;4;2;5;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0
28.09.2024;00:51;A181;1;0;0;2;8;1;8;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:50;A181;1;0;0;0;0;0;0;0;100;0;0;1;2;1;3;1;34;0;0;0;0;0;0;0;0;1;1;0;0;0;0
28.09.2024;00:49;A181;1;0;0;1;5;0;0;0;100;0;0;0;0;0;0;3;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:48;A181;1;1;2;2;3;0;0;0;100;0;0;0;0;1;3;2;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:47;A181;1;0;0;1;4;0;0;0;100;0;0;0;0;0;0;2;29;0;5;1;29;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:46;A181;1;0;0;3;8;1;11;0;100;0;0;1;2;1;2;1;22;1;17;1;26;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:45;A181;1;0;0;1;2;0;0;0;100;0;0;0;0;1;2;2;12;0;0;0;0;0;0;0;0;0;0;1;1;0;0
28.09.2024;00:44;A181;1;0;0;1;1;1;3;0;100;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:43;A181;1;0;0;3;3;1;1;0;100;0;0;2;10;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:42;A181;1;0;0;0;0;0;3;0;100;0;0;1;2;1;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:41;A181;1;1;2;0;0;1;5;0;100;0;0;0;0;0;0;1;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:40;A181;1;0;0;2;2;1;1;0;100;0;0;0;0;3;4;2;36;0;0;0;0;0;0;0;0;1;3;0;0;0;0
28.09.2024;00:39;A181;1;0;0;0;0;1;6;0;100;0;0;2;4;3;5;2;44;1;1;1;1;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:38;A181;1;0;0;1;1;1;1;0;100;0;0;1;3;1;2;1;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:37;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;1;11;0;0;1;15;0;0;0;0;1;3;1;2;0;0
28.09.2024;00:36;A181;1;0;0;1;1;3;9;0;100;0;0;1;1;3;6;1;1;1;21;0;0;0;0;0;0;1;1;0;0;0;0
28.09.2024;00:35;A181;1;0;0;2;9;2;9;0;100;0;0;0;0;1;3;1;12;0;0;1;2;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:34;A181;1;1;2;1;2;1;3;0;100;0;0;1;6;2;3;0;5;2;7;0;6;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:33;A181;1;0;0;3;4;1;6;0;100;0;0;1;1;0;0;1;5;1;10;2;11;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:32;A181;1;0;0;1;3;1;1;0;100;0;0;0;0;1;4;1;16;0;13;0;0;0;0;0;0;1;2;0;0;0;0
28.09.2024;00:31;A181;1;0;0;2;2;2;3;0;100;0;0;2;10;2;4;1;32;1;25;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:30;A181;1;0;0;1;1;1;2;0;100;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:29;A181;1;1;1;1;2;1;9;0;100;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0
28.09.2024;00:28;A181;1;0;0;2;2;2;2;0;100;0;0;2;6;2;4;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:27;A181;1;0;0;1;1;1;1;0;100;0;0;0;0;1;3;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:26;A181;1;1;1;2;1;0;0;0;100;0;0;1;3;3;6;2;32;1;39;0;0;0;0;0;0;2;3;0;0;0;0
28.09.2024;00:25;A181;1;0;0;1;3;1;5;0;100;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
28.09.2024;00:24;A181;1;0;0;3;3;2;3;0;100;0;0;3;8;4;9;2;45;2;41;1;3;0;0;0;0;1;11;0;0;0;0
28.09.2024;00:23;A181;1;1;2;4;30;3;34;0;100;0;0;1;2;3;4;0;0;0;0;1;1;0;0;0;0;1;12;0;0;0;0
28.09.2024;00:22;A181;1;0;0;2;4;1;2;0;100;0;0;0;0;0;0;1;11;1;14;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:21;A181;1;0;0;0;0;2;2;0;100;0;0;1;2;1;5;1;15;0;0;0;0;0;0;0;0;1;3;1;3;0;0
28.09.2024;00:20;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;4;6;0;0;2;9;0;0;0;0;0;0;1;2;0;0
28.09.2024;00:19;A181;1;0;0;2;3;2;6;0;100;0;0;1;1;2;3;1;60;0;0;0;0;0;0;0;0;1;1;0;0;0;0
28.09.2024;00:18;A181;1;0;0;2;3;0;0;0;100;0;0;1;4;1;6;2;25;0;0;0;0;1;1;0;0;1;12;0;0;1;2
28.09.2024;00:17;A181;1;0;0;1;1;0;0;0;100;0;0;0;1;1;1;1;2;0;20;0;22;0;0;1;1;1;3;0;0;0;0
28.09.2024;00:16;A181;1;0;0;0;0;0;0;0;100;0;0;2;3;2;2;1;1;1;2;1;4;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:15;A181;1;0;0;2;2;1;5;0;100;0;0;1;1;0;0;3;3;0;0;1;2;0;0;0;0;2;4;0;0;0;0
28.09.2024;00:14;A181;1;0;0;3;4;2;39;0;100;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
28.09.2024;00:13;A181;1;1;1;0;0;1;15;0;100;0;0;1;2;1;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:12;A181;1;0;0;0;0;1;1;0;100;0;0;2;7;2;10;0;0;1;1;0;39;0;0;0;0;1;1;0;0;0;0
28.09.2024;00:11;A181;1;1;1;2;2;0;0;0;100;0;0;0;0;2;5;1;1;0;0;1;43;0;0;0;0;1;3;0;0;0;0
28.09.2024;00:10;A181;1;0;0;0;0;2;1;0;100;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;3;0;0;0;0
28.09.2024;00:09;A181;1;0;0;2;2;1;7;0;100;0;0;3;30;2;13;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:08;A181;1;0;0;2;6;1;5;0;100;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:07;A181;1;0;0;1;3;0;0;0;100;0;0;1;3;1;5;4;4;2;2;0;0;0;0;0;0;1;4;0;0;0;0
28.09.2024;00:06;A181;1;0;0;1;3;1;5;0;100;0;0;2;5;3;10;0;4;0;0;0;0;0;0;0;0;2;4;0;0;0;0
28.09.2024;00:05;A181;1;0;0;1;1;1;2;0;100;0;0;0;0;1;3;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:04;A181;1;0;0;1;50;0;0;0;100;0;0;0;0;0;0;2;11;2;10;2;2;0;0;0;0;0;0;1;2;0;0
28.09.2024;00:03;A181;1;0;0;4;7;2;11;0;100;0;0;2;3;2;3;1;79;1;47;1;11;0;0;0;0;0;0;0;0;0;0
28.09.2024;00:02;A181;1;0;0;3;4;3;6;0;100;0;0;0;0;1;3;0;12;0;11;0;0;0;0;0;0;1;2;0;0;0;0
28.09.2024;00:01;A181;1;0;0;0;0;0;0;0;100;0;0;4;7;4;7;1;64;1;39;0;0;0;0;0;0;0;0;1;2;0;0
28.09.2024;00:00;A181;1;0;0;1;2;1;5;0;100;0;0;0;0;0;0;1;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:59;A181;1;0;0;0;0;1;5;0;100;0;0;1;3;2;3;3;9;0;0;0;0;0;0;0;0;1;2;1;1;0;0
27.09.2024;23:58;A181;1;0;0;3;4;2;6;0;100;0;0;0;0;1;2;1;34;1;2;0;0;0;0;1;3;0;0;0;0;0;0
27.09.2024;23:57;A181;1;0;0;2;4;0;0;0;100;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:56;A181;1;0;0;3;10;3;15;0;100;0;0;1;2;2;4;3;42;0;0;0;0;0;0;0;0;1;2;0;0;0;0
27.09.2024;23:55;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:54;A181;1;0;0;2;3;2;5;0;100;0;0;0;0;1;5;2;37;0;3;1;1;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:53;A181;1;0;0;2;3;3;7;0;100;0;0;1;3;1;2;2;9;1;40;1;13;0;0;0;0;1;3;0;0;1;2
27.09.2024;23:52;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;2;6;2;2;0;0;1;40;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:51;A181;1;0;0;3;7;0;0;0;100;0;0;1;3;2;4;1;20;0;19;1;1;0;0;0;0;2;7;0;0;0;0
27.09.2024;23:50;A181;1;0;0;2;7;0;0;0;100;0;0;2;6;3;5;2;22;1;2;0;0;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:49;A181;1;0;0;0;0;1;4;0;100;0;0;0;0;0;0;1;34;0;0;0;35;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:48;A181;1;0;0;1;1;0;0;0;100;0;0;3;7;4;8;1;12;0;0;1;54;0;0;0;0;1;3;0;0;0;0
27.09.2024;23:47;A181;1;1;1;2;4;1;3;0;100;0;0;1;3;2;4;2;2;1;1;2;22;1;1;0;0;0;0;0;0;0;0
27.09.2024;23:46;A181;1;0;0;2;1;1;1;0;100;0;0;1;6;3;9;1;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:45;A181;1;1;2;3;6;0;0;0;100;0;0;0;0;2;7;4;3;1;1;0;0;1;3;0;0;0;0;1;1;0;0
27.09.2024;23:44;A181;1;0;0;4;5;2;4;0;100;0;0;2;4;2;2;1;57;1;25;0;0;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:43;A181;1;0;0;2;6;2;10;0;100;0;0;2;5;2;3;0;0;1;1;1;2;0;1;0;0;0;0;0;0;0;8
27.09.2024;23:42;A181;1;2;5;3;9;2;20;0;100;0;0;3;5;4;9;0;0;0;0;0;0;1;1;0;0;2;4;0;0;1;0
27.09.2024;23:41;A181;1;1;4;2;6;2;6;0;100;0;0;1;1;2;4;1;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
27.09.2024;23:40;A181;1;1;1;1;1;1;2;0;100;0;0;0;0;0;0;5;13;1;6;0;0;0;0;0;0;1;2;0;0;0;0
27.09.2024;23:39;A181;1;0;0;0;0;1;10;0;100;0;0;2;4;2;4;0;10;0;0;0;0;0;0;0;0;1;1;0;0;0;0
27.09.2024;23:38;A181;1;1;2;1;2;2;6;0;100;0;0;0;0;1;3;1;5;0;0;0;0;0;0;0;0;1;3;0;0;0;0
27.09.2024;23:37;A181;1;0;0;2;5;2;8;0;100;0;0;1;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:36;A181;1;0;0;2;3;2;5;0;100;0;0;1;3;1;2;0;32;2;2;1;1;1;1;0;0;0;0;0;0;0;0
27.09.2024;23:35;A181;1;0;0;2;5;1;3;0;100;0;0;2;4;1;3;1;16;0;0;0;0;0;0;0;0;0;1;0;0;0;0
27.09.2024;23:34;A181;1;0;0;2;3;2;5;0;100;0;0;1;2;4;5;1;1;1;28;1;1;0;0;0;0;1;1;0;0;0;0
27.09.2024;23:33;A181;1;0;0;1;2;2;11;0;100;0;0;0;0;2;7;2;2;0;0;1;7;1;2;0;0;0;0;0;0;2;2
27.09.2024;23:32;A181;1;0;0;2;2;4;10;0;100;0;0;0;0;0;6;2;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0
27.09.2024;23:31;A181;1;0;0;0;0;0;6;0;100;0;0;3;8;5;15;2;45;1;21;1;2;0;0;0;0;2;7;0;0;0;0
27.09.2024;23:30;A181;1;0;0;0;0;1;1;0;100;0;0;1;3;1;1;1;34;2;26;0;0;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:29;A181;1;0;0;1;2;0;0;0;100;0;0;1;2;1;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:28;A181;1;0;0;2;2;2;3;0;100;0;0;0;2;2;4;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
27.09.2024;23:27;A181;1;1;1;3;3;3;5;0;100;0;0;1;2;0;0;0;0;1;1;2;29;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:26;A181;1;2;2;3;5;2;1;0;100;0;0;1;3;1;3;2;26;1;41;2;31;0;0;1;1;0;0;0;0;0;0
27.09.2024;23:25;A181;1;0;0;2;4;2;7;0;100;0;0;3;11;3;26;1;35;1;1;1;18;0;0;0;0;1;3;0;0;0;0
27.09.2024;23:24;A181;1;2;3;2;3;2;6;0;100;0;0;4;4;5;7;2;20;0;0;1;20;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:23;A181;1;0;0;1;2;1;4;0;100;0;0;3;6;3;9;1;26;0;17;0;0;0;0;0;0;1;3;1;9;0;0
27.09.2024;23:22;A181;1;0;0;1;1;1;1;0;100;0;0;2;6;4;13;1;50;1;17;0;0;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:21;A181;1;0;0;0;0;1;6;0;100;0;0;1;3;1;1;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:20;A181;1;0;0;2;5;2;5;0;100;0;0;3;9;3;12;1;21;1;1;2;25;1;1;0;0;1;1;0;0;0;0
27.09.2024;23:19;A181;1;0;0;2;4;1;4;0;100;0;0;4;9;4;12;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:18;A181;1;0;0;2;7;1;5;0;100;0;0;1;1;2;3;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0
27.09.2024;23:17;A181;1;0;0;0;0;1;1;0;100;0;0;0;0;3;27;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:16;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;1;2;1;1;0;0;1;2;0;0;0;0;1;3;0;0;0;0
27.09.2024;23:15;A181;1;0;0;0;0;0;0;0;100;0;0;1;1;2;5;1;1;1;1;0;0;0;0;0;0;1;2;0;0;0;0
27.09.2024;23:14;A181;1;0;0;1;2;1;3;0;100;0;0;2;5;5;13;2;1;1;1;0;0;1;3;0;0;0;0;0;0;0;0
27.09.2024;23:13;A181;1;0;0;2;5;1;7;0;100;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
27.09.2024;23:12;A181;1;0;0;3;3;2;11;0;100;0;0;0;2;1;6;3;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:11;A181;1;0;0;3;26;1;25;0;100;0;0;2;10;1;7;5;4;1;1;2;4;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:10;A181;1;0;0;1;2;0;0;0;100;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.09.2024;23:09;A181;1;0;0;4;4;2;62;0;100;0;0;3;5;3;4;2;38;1;3;1;2;0;0;0;0;1;1;0;0;0;0
27.09.2024;23:08;A181;1;0;0;0;0;0;0;0;100;0;0;1;1;2;3;1;17;2;1;1;4;1;1;0;0;0;0;0;0;1;3
27.09.2024;23:07;A181;1;0;0;3;8;2;14;0;100;0;0;4;24;5;32;1;2;0;0;0;33;1;1;0;0;0;0;0;0;1;2
27.09.2024;23:06;A181;1;1;1;2;2;1;2;0;100;1;1;1;1;2;3;3;3;0;0;1;24;1;1;0;0;1;3;0;0;0;0
27.09.2024;23:05;A181;1;0;0;1;5;2;14;0;100;1;4;0;0;2;6;1;2;1;18;2;18;0;0;0;0;2;4;2;3;0;0
27.09.2024;23:04;A181;1;0;0;3;3;1;2;0;100;0;0;4;9;2;17;1;1;0;0;0;0;1;2;0;0;1;1;0;0;0;0
27.09.2024;23:03;A181;1;0;0;1;1;0;0;0;100;0;0;1;3;2;3;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0
