Datum;Uhrzeit;Bezeichnung;Intervall;V11Z;V11B;V12Z;V12B;V13Z;V13B;D21Z;D21B;V31Z;V31B;V32Z;V32B;V33Z;V33B;V41Z;V41B;V42Z;V42B;V43Z;V43B;T1-T2_Anf_32Z;T1-T2_Anf_32B;T3-T4_Anf_38Z;T3-T4_Anf_38B;V14Z;V14B;V40Z;V40B;T5-T6_Anf_31Z;T5-T6_Anf_31B
05.12.2024;00:46;A181;1;0;0;1;2;0;0;0;100;0;0;1;4;1;2;0;12;0;0;1;3;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:45;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;1;2;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:44;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;1;12;2;11;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:43;A181;1;0;0;1;2;0;0;0;100;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:42;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:41;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0
05.12.2024;00:40;A181;1;1;2;2;4;1;5;0;100;0;0;0;0;0;0;0;0;0;0;1;17;0;0;0;0;2;3;0;0;0;0
05.12.2024;00:39;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:38;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
05.12.2024;00:37;A181;1;0;0;1;3;0;0;0;100;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0
05.12.2024;00:36;A181;1;0;0;2;5;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
05.12.2024;00:35;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
05.12.2024;00:34;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:33;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0
05.12.2024;00:32;A181;1;1;2;1;1;0;0;0;100;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:31;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;0;0;1;18;2;2;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:30;A181;1;0;0;2;6;0;0;0;100;0;0;0;0;1;2;2;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:29;A181;1;0;0;0;0;0;0;0;100;0;0;1;2;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:28;A181;1;0;0;0;0;0;0;0;100;0;0;1;2;2;5;2;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:27;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;2;28;0;0;0;0;0;0;0;0;1;2;0;0;0;0
05.12.2024;00:26;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;0;0;1;20;2;22;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:25;A181;1;0;0;1;1;0;0;0;100;0;0;1;1;1;2;1;7;2;3;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:24;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;2;2;2;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:23;A181;1;1;1;1;3;1;10;0;100;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:22;A181;1;0;0;0;0;0;0;0;100;0;0;1;4;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:21;A181;1;0;0;0;0;0;0;0;100;0;0;2;4;2;2;1;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:20;A181;1;0;0;0;0;0;0;0;100;0;0;3;6;3;7;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
05.12.2024;00:19;A181;1;0;0;1;2;1;3;0;100;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:18;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;1;2;1;7;0;0;1;2;0;0;0;0;1;2;0;0;0;0
05.12.2024;00:17;A181;1;0;0;0;0;0;0;0;100;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:16;A181;1;0;0;1;2;0;0;0;100;0;0;1;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:15;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:14;A181;1;0;0;1;2;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:13;A181;1;0;0;1;2;1;2;0;100;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;1;1;1;12;0;0
05.12.2024;00:12;A181;1;0;0;2;3;1;2;0;100;0;0;0;0;0;0;2;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:11;A181;1;0;0;1;1;1;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:10;A181;1;1;1;0;0;0;0;0;100;0;0;2;8;2;7;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:09;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;1;3;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:08;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:07;A181;1;0;0;0;0;0;0;0;100;0;0;1;3;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
05.12.2024;00:06;A181;1;0;0;2;5;2;29;0;100;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
05.12.2024;00:05;A181;1;0;0;2;5;1;4;0;100;0;0;1;2;1;1;2;27;0;8;1;9;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:04;A181;1;0;0;1;2;0;0;0;100;0;0;1;2;1;2;0;0;2;18;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:03;A181;1;0;0;0;0;1;7;0;100;0;0;1;4;1;2;1;1;1;16;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:02;A181;1;0;0;1;2;0;0;0;100;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;1;3;0;0;0;0
05.12.2024;00:01;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0
05.12.2024;00:00;A181;1;0;0;1;1;1;1;0;100;0;0;1;2;1;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:59;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:58;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;2;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:57;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;1;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:56;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:55;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:54;A181;1;0;0;0;0;0;0;0;100;0;0;1;2;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
04.12.2024;23:53;A181;1;0;0;1;1;2;10;0;100;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;1;3;0;0;0;0
04.12.2024;23:52;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:51;A181;1;0;0;3;3;1;1;0;100;0;0;0;0;0;0;1;1;0;0;1;30;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:50;A181;1;2;2;2;4;2;6;0;100;0;0;0;0;0;0;1;14;0;0;0;0;0;0;0;0;2;4;0;0;0;0
04.12.2024;23:49;A181;1;0;0;3;4;1;2;0;100;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:48;A181;1;0;0;0;0;1;4;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:47;A181;1;0;0;0;0;0;0;0;100;0;0;0;2;2;2;2;26;2;24;1;2;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:46;A181;1;0;0;0;0;1;8;0;100;0;0;1;1;0;0;0;0;0;0;1;41;1;1;0;0;0;0;0;0;0;0
04.12.2024;23:45;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;2;0;0;0;0
04.12.2024;23:44;A181;1;0;0;3;3;0;0;0;100;0;0;0;0;1;2;1;42;0;0;1;2;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:43;A181;1;0;0;1;5;1;9;0;100;0;0;1;3;1;2;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0
04.12.2024;23:42;A181;1;0;0;1;2;0;0;0;100;0;0;1;2;2;3;2;18;1;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:41;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:40;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;2;4;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:39;A181;1;0;0;0;0;0;0;0;100;0;0;1;2;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:38;A181;1;0;0;3;9;1;3;0;100;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:37;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:36;A181;1;0;0;1;2;0;2;0;100;0;0;0;0;0;0;2;12;0;0;0;0;0;0;0;0;1;3;0;0;0;0
04.12.2024;23:35;A181;1;0;0;0;0;1;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
04.12.2024;23:34;A181;1;1;52;1;5;1;4;0;100;0;0;0;0;2;8;2;30;3;13;1;25;0;0;0;0;1;2;0;0;0;0
04.12.2024;23:33;A181;1;0;0;3;4;2;5;0;100;0;0;1;1;1;2;1;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:32;A181;1;0;0;3;4;0;0;0;100;0;0;3;8;2;3;1;41;0;0;0;0;0;0;0;0;1;2;0;0;0;0
04.12.2024;23:31;A181;1;0;0;1;2;1;2;0;100;0;0;3;7;3;4;2;45;1;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:30;A181;1;0;0;1;2;1;2;0;100;0;0;1;2;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:29;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:28;A181;1;3;4;3;6;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:27;A181;1;0;0;2;5;1;11;0;100;0;0;0;0;0;0;1;37;0;0;0;0;0;0;0;0;1;2;0;0;0;0
04.12.2024;23:26;A181;1;0;0;3;3;1;1;0;100;0;0;0;0;3;6;2;7;0;0;0;0;0;0;0;0;2;3;1;1;0;0
04.12.2024;23:25;A181;1;0;0;2;3;2;6;0;100;0;0;0;0;2;4;1;2;0;0;0;0;0;0;0;0;1;5;0;0;0;0
04.12.2024;23:24;A181;1;0;0;2;4;2;5;0;100;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:23;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;0;0;0;19;0;4;0;0;0;0;0;0;2;2;0;0;0;0
04.12.2024;23:22;A181;1;0;0;2;5;1;7;0;100;0;0;0;0;1;1;2;7;1;5;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:21;A181;1;0;0;0;0;0;0;0;100;0;0;2;6;3;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:20;A181;1;0;0;0;0;1;8;0;100;0;0;1;8;5;19;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:19;A181;1;0;0;4;6;0;0;0;100;0;0;1;3;3;6;5;12;0;0;1;2;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:18;A181;1;0;0;3;7;1;4;0;100;0;0;1;3;1;2;1;1;2;2;0;0;0;0;0;0;1;2;0;0;0;0
04.12.2024;23:17;A181;1;0;0;3;3;2;12;0;100;0;0;0;0;3;4;1;59;1;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:16;A181;1;1;1;2;2;2;11;0;100;0;0;3;8;2;7;4;35;1;1;2;46;0;0;1;1;1;1;1;3;0;0
04.12.2024;23:15;A181;1;1;3;0;45;0;38;0;100;0;0;0;0;0;0;2;2;2;3;1;2;1;1;0;0;0;0;0;0;1;1
04.12.2024;23:14;A181;1;0;0;3;37;1;16;0;100;0;0;0;0;0;0;4;7;2;2;1;1;0;0;0;0;2;4;0;0;0;0
04.12.2024;23:13;A181;1;0;0;2;6;2;5;0;100;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;3;7;0;0;0;0
04.12.2024;23:12;A181;1;0;0;3;3;1;2;0;100;0;0;0;0;0;0;5;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:11;A181;1;0;0;1;67;2;12;0;100;0;0;0;0;0;0;0;10;1;1;0;0;0;0;0;0;1;3;0;0;0;0
04.12.2024;23:10;A181;1;0;0;1;2;1;0;0;100;0;0;4;14;5;22;4;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:09;A181;1;0;0;3;5;2;10;0;100;0;0;0;0;2;4;2;20;1;20;2;3;0;0;0;0;1;2;0;0;0;0
04.12.2024;23:08;A181;1;0;0;2;3;1;1;0;100;0;0;0;0;0;0;5;16;1;6;1;1;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:07;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;1;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:06;A181;1;1;1;1;4;0;0;0;100;0;0;3;8;4;8;0;0;0;0;0;0;2;3;0;0;3;6;0;0;0;0
04.12.2024;23:05;A181;1;0;0;2;48;1;3;0;100;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;2;1;1;0;0;0;0
04.12.2024;23:04;A181;1;0;0;0;23;1;5;0;100;0;0;1;4;2;4;1;26;0;0;0;0;0;0;0;0;0;0;2;3;0;0
04.12.2024;23:03;A181;1;0;0;4;26;3;16;0;100;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;23:02;A181;1;0;0;2;24;2;3;0;100;0;0;1;1;2;3;2;35;2;2;0;0;0;0;0;0;0;0;1;1;0;0
04.12.2024;23:01;A181;1;0;0;3;5;2;4;0;100;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
04.12.2024;23:00;A181;1;1;2;0;0;0;0;0;100;0;0;0;0;0;0;1;22;1;18;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;22:59;A181;1;0;0;0;0;2;19;0;100;0;0;0;0;1;2;2;22;0;0;0;0;0;0;0;0;1;3;0;0;0;0
04.12.2024;22:58;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;1;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;22:57;A181;1;0;0;1;3;1;4;0;100;0;0;1;3;2;3;2;29;1;4;0;0;0;0;0;0;1;3;1;1;0;0
04.12.2024;22:56;A181;1;0;0;0;0;0;0;0;100;0;0;2;7;2;3;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;22:55;A181;1;0;0;5;21;6;13;0;100;0;0;2;5;2;6;1;4;1;1;0;18;0;0;0;0;0;0;0;0;0;0
04.12.2024;22:54;A181;1;0;0;3;3;1;2;0;100;0;0;1;3;1;3;2;19;0;0;2;22;0;0;0;0;2;3;0;0;0;0
04.12.2024;22:53;A181;1;0;0;1;1;1;0;0;100;0;0;2;7;3;7;1;7;1;4;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;22:52;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;0;0;2;20;0;0;0;0;0;0;0;0;1;3;0;0;0;0
04.12.2024;22:51;A181;1;0;0;0;0;0;20;0;100;0;0;2;5;3;8;0;0;1;1;0;0;0;0;0;0;2;2;0;0;0;0
04.12.2024;22:50;A181;1;0;0;2;3;2;22;0;100;0;0;1;2;1;1;2;16;2;17;4;8;0;0;0;0;1;3;0;0;0;0
04.12.2024;22:49;A181;1;0;0;2;3;2;3;0;100;0;0;1;4;3;6;0;0;0;0;2;4;0;0;0;0;1;1;0;0;0;0
04.12.2024;22:48;A181;1;0;0;3;4;1;5;0;100;0;0;1;3;3;5;1;18;0;0;1;2;0;0;0;0;0;0;1;1;0;0
04.12.2024;22:47;A181;1;0;0;0;0;0;0;0;100;0;0;1;3;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;22:46;A181;1;0;0;2;2;0;0;0;100;0;0;0;0;0;0;1;22;0;0;1;9;0;0;0;0;0;0;0;0;0;0
04.12.2024;22:45;A181;1;0;0;2;3;0;0;0;100;0;0;2;3;3;5;1;28;1;1;0;0;0;0;0;0;2;5;0;0;0;0
04.12.2024;22:44;A181;1;0;0;3;9;0;0;0;100;0;0;2;11;5;45;6;54;1;10;2;9;0;0;0;0;3;11;0;0;0;0
04.12.2024;22:43;A181;1;0;0;1;1;1;2;0;100;0;0;1;2;1;3;1;34;2;7;1;8;0;0;0;0;1;1;0;0;0;0
04.12.2024;22:42;A181;1;1;1;2;29;3;34;0;100;0;0;4;13;6;18;1;1;1;24;1;40;0;0;0;0;1;5;0;0;0;0
04.12.2024;22:41;A181;1;0;0;3;63;0;0;0;100;0;0;2;5;3;9;3;21;0;21;1;1;0;0;0;0;0;0;0;0;0;0
04.12.2024;22:40;A181;1;0;0;2;2;0;0;0;100;0;0;0;0;2;1;5;39;1;20;0;0;0;0;0;0;3;3;2;2;0;0
04.12.2024;22:39;A181;1;0;0;2;3;0;0;0;100;0;0;2;5;5;7;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;22:38;A181;1;0;0;2;3;1;1;0;100;0;0;1;1;2;6;1;28;0;0;0;0;0;0;0;0;1;1;0;0;0;0
04.12.2024;22:37;A181;1;0;0;1;13;0;0;0;100;0;0;2;8;2;1;3;38;1;8;1;43;0;0;0;0;0;0;0;0;0;0
04.12.2024;22:36;A181;1;0;0;5;8;1;3;0;100;0;0;2;5;4;9;1;38;0;0;0;0;0;0;0;0;2;4;1;1;0;0
04.12.2024;22:35;A181;1;0;0;1;2;0;0;0;100;0;0;2;6;3;10;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0
04.12.2024;22:34;A181;1;0;0;4;6;0;0;0;100;0;0;2;3;2;3;1;40;2;24;1;36;0;0;0;0;1;1;1;2;1;1
04.12.2024;22:33;A181;1;0;0;1;2;0;0;0;100;0;0;1;3;3;9;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
04.12.2024;22:32;A181;1;0;0;4;25;2;20;0;100;0;0;1;2;1;4;2;61;1;2;0;0;0;0;0;0;1;1;2;2;0;0
04.12.2024;22:31;A181;1;0;0;4;6;0;0;0;100;0;0;1;2;2;3;1;1;0;0;0;0;1;1;0;0;1;2;0;0;0;0
04.12.2024;22:30;A181;1;0;0;3;6;2;10;0;100;0;0;2;2;4;15;1;5;0;0;3;27;0;0;0;0;1;2;0;0;0;0
04.12.2024;22:29;A181;1;0;0;1;2;1;3;0;100;0;0;0;0;1;1;2;2;1;40;0;10;0;0;0;0;1;1;0;0;0;0
04.12.2024;22:28;A181;1;1;1;2;5;4;27;0;100;0;0;0;0;2;4;2;2;1;1;1;30;0;0;1;2;0;0;1;1;0;0
04.12.2024;22:27;A181;1;1;3;2;3;0;0;0;100;0;0;2;7;3;15;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;22:26;A181;1;0;0;3;3;1;3;0;100;0;0;1;4;2;6;1;3;2;2;1;2;0;0;0;0;1;1;0;0;0;0
04.12.2024;22:25;A181;1;0;0;2;2;0;0;0;100;0;0;2;2;4;6;0;35;0;0;1;1;0;0;0;0;0;0;0;0;0;0
04.12.2024;22:24;A181;1;0;0;5;34;2;4;0;100;0;0;1;2;3;8;3;20;0;0;0;0;0;0;0;0;4;6;0;0;0;0
04.12.2024;22:23;A181;1;0;0;1;2;2;10;0;100;0;0;1;1;3;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
04.12.2024;22:22;A181;1;0;0;2;4;1;1;0;100;0;0;2;3;3;6;5;7;1;1;3;8;1;1;0;0;2;4;0;0;0;0
04.12.2024;22:21;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;1;2;0;0;0;0
04.12.2024;22:20;A181;1;0;0;4;5;0;0;0;100;0;0;2;6;3;5;0;0;0;0;2;60;0;0;0;0;0;0;1;2;0;0
04.12.2024;22:19;A181;1;0;0;4;6;2;11;0;100;0;0;1;1;2;4;2;2;0;0;1;1;1;1;0;0;1;4;0;0;0;0
04.12.2024;22:18;A181;1;0;0;2;2;1;2;0;100;0;0;2;5;3;17;1;1;1;1;1;2;1;1;0;0;2;4;0;0;0;0
04.12.2024;22:17;A181;1;0;0;1;1;0;0;0;100;0;0;1;1;0;0;4;34;0;0;0;0;1;2;0;0;0;0;0;0;0;0
04.12.2024;22:16;A181;1;0;0;7;19;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;8;0;0;0;0
04.12.2024;22:15;A181;1;1;1;1;2;0;0;0;100;0;0;1;3;1;10;1;1;0;0;1;2;0;0;0;0;2;6;1;2;0;0
04.12.2024;22:14;A181;1;0;0;6;14;4;16;0;100;0;0;0;0;1;3;1;1;1;1;3;14;0;0;0;0;0;0;0;0;0;0
04.12.2024;22:13;A181;1;2;6;2;9;0;0;0;100;0;0;0;0;1;1;1;1;4;3;3;50;0;0;0;0;5;8;0;0;0;0
04.12.2024;22:12;A181;1;3;5;3;80;1;1;0;100;0;0;0;0;0;0;2;32;0;26;0;0;2;2;0;0;2;4;0;0;0;0
04.12.2024;22:11;A181;1;0;0;1;1;1;24;0;100;0;0;2;3;4;8;5;36;2;14;1;1;0;0;0;0;0;0;1;1;0;0
04.12.2024;22:10;A181;1;0;0;2;3;0;2;0;100;0;0;3;3;4;9;3;37;2;3;3;17;0;0;0;0;0;0;0;0;0;0
04.12.2024;22:09;A181;1;0;0;4;7;4;8;0;100;0;0;3;11;4;14;3;26;0;0;0;0;0;0;0;0;1;1;0;0;1;2
04.12.2024;22:08;A181;1;0;0;1;2;0;0;0;100;0;0;0;0;4;12;1;28;1;20;0;0;0;0;0;0;1;4;0;0;0;0
04.12.2024;22:07;A181;1;0;0;1;1;1;4;0;100;0;0;1;1;2;4;0;0;0;0;2;2;0;0;0;0;2;2;0;0;0;0
04.12.2024;22:06;A181;1;0;0;1;1;2;5;0;100;0;0;4;9;4;9;1;1;1;1;1;1;0;0;2;2;0;0;0;0;0;0
04.12.2024;22:05;A181;1;0;0;1;51;0;33;0;100;0;0;2;4;2;3;4;4;1;1;0;0;2;2;0;0;0;0;0;0;0;0
04.12.2024;22:04;A181;1;1;1;6;29;1;7;0;100;0;0;1;4;3;24;2;60;0;0;1;41;0;0;0;0;1;1;1;2;0;0
04.12.2024;22:03;A181;1;0;0;1;1;0;0;0;100;0;0;1;3;1;2;4;3;0;0;2;3;0;0;0;0;0;0;0;0;1;2
