Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D41Z;D41B;D42Z;D42B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;Anf_35Z;Anf_35B;Anf_41Z;Anf_41B
15.05.2024;01:15;A 70;1;0;0;2;58;1;4;1;1;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;01:14;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;100;1;1;0;0;0;0;;;;;;;;;;
15.05.2024;01:13;A 70;1;0;0;0;0;0;0;0;0;1;0;0;0;1;37;0;100;1;1;0;0;0;0;;;;;;;;;;
15.05.2024;01:12;A 70;1;0;0;0;70;1;57;0;0;1;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
15.05.2024;01:11;A 70;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;01:10;A 70;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;01:09;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
15.05.2024;01:08;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;01:07;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;1;23;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;01:06;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;01:05;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;01:04;A 70;1;0;0;1;52;1;51;1;2;2;1;0;0;2;2;0;100;1;1;0;0;0;0;;;;;;;;;;
15.05.2024;01:03;A 70;1;0;0;1;22;1;22;0;0;0;0;0;0;0;0;0;100;2;1;0;0;0;0;;;;;;;;;;
15.05.2024;01:02;A 70;1;0;0;1;59;1;1;1;1;3;3;0;0;1;52;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;01:01;A 70;1;0;0;1;9;0;0;2;2;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;01:00;A 70;1;0;0;1;19;1;17;1;1;1;1;0;0;1;13;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:59;A 70;1;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:58;A 70;1;0;0;0;0;1;1;0;0;1;0;0;0;0;31;0;100;1;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:57;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;2;25;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:56;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:55;A 70;1;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:54;A 70;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
15.05.2024;00:53;A 70;1;0;0;0;0;1;3;2;1;0;0;0;0;1;4;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:52;A 70;1;0;0;0;13;0;12;1;1;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:51;A 70;1;0;0;1;55;1;53;1;1;1;0;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
15.05.2024;00:50;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:49;A 70;1;1;72;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
15.05.2024;00:48;A 70;1;0;0;0;69;0;0;1;2;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:47;A 70;1;0;0;1;1;1;44;0;0;2;3;0;0;0;0;0;100;1;6;0;0;0;0;;;;;;;;;;
15.05.2024;00:46;A 70;1;0;0;1;28;2;44;0;0;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:45;A 70;1;0;0;1;42;0;0;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:44;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:43;A 70;1;0;0;1;17;1;1;0;0;1;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
15.05.2024;00:42;A 70;1;0;0;0;0;0;0;1;1;2;1;0;0;1;10;0;100;1;24;0;0;0;0;;;;;;;;;;
15.05.2024;00:41;A 70;1;0;0;0;0;0;0;1;1;2;1;0;0;1;69;0;100;1;4;0;0;0;0;;;;;;;;;;
15.05.2024;00:40;A 70;1;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:39;A 70;1;1;13;0;0;0;0;2;2;2;2;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:38;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:37;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;1;69;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:36;A 70;1;0;0;0;0;1;0;0;0;1;0;0;0;2;65;0;100;3;3;0;0;0;0;;;;;;;;;;
15.05.2024;00:35;A 70;1;0;0;0;0;0;0;1;1;2;3;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:34;A 70;1;0;0;0;0;0;0;2;2;1;1;0;0;2;36;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:33;A 70;1;0;0;1;6;3;6;2;3;1;1;0;0;1;69;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:32;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:31;A 70;1;0;0;0;23;0;0;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:30;A 70;1;0;0;1;46;0;22;0;0;2;2;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:29;A 70;1;0;0;0;0;1;49;0;0;0;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:28;A 70;1;0;0;0;0;1;68;2;2;2;37;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:27;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;2;0;0;0;0;;;;;;;;;;
15.05.2024;00:26;A 70;1;0;0;0;0;1;1;0;0;2;1;0;0;0;0;0;100;3;3;0;0;0;0;;;;;;;;;;
15.05.2024;00:25;A 70;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:24;A 70;1;0;0;1;10;2;12;0;0;0;0;0;0;2;6;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:23;A 70;1;0;0;0;56;0;28;0;0;0;0;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
15.05.2024;00:22;A 70;1;0;5;2;14;2;12;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:21;A 70;1;1;65;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
15.05.2024;00:20;A 70;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:19;A 70;1;0;0;2;70;1;1;1;1;1;1;0;0;1;70;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:18;A 70;1;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;100;3;1;0;0;0;0;;;;;;;;;;
15.05.2024;00:17;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;1;29;0;100;1;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:16;A 70;1;0;0;1;1;0;0;1;2;0;0;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
15.05.2024;00:15;A 70;1;0;0;1;21;0;0;2;2;0;0;0;0;1;69;0;100;2;2;0;0;0;0;;;;;;;;;;
15.05.2024;00:14;A 70;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:13;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;1;70;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:12;A 70;1;0;25;0;0;0;27;1;1;2;2;0;0;0;0;0;100;2;1;0;0;0;0;;;;;;;;;;
15.05.2024;00:11;A 70;1;1;44;1;13;1;35;1;1;1;0;0;0;1;1;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:10;A 70;1;0;0;1;57;1;2;2;2;4;1;0;0;0;0;0;100;3;3;0;0;0;0;;;;;;;;;;
15.05.2024;00:09;A 70;1;0;0;0;15;0;0;0;0;1;0;0;0;0;18;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:08;A 70;1;0;0;2;58;1;4;2;2;2;1;0;0;2;23;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:07;A 70;1;0;0;0;0;1;0;2;2;2;1;0;0;1;70;0;100;1;1;1;2;1;2;;;;;;;;;;
15.05.2024;00:06;A 70;1;1;73;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:05;A 70;1;0;0;0;0;1;21;0;0;2;2;0;0;1;1;0;100;1;1;0;0;0;0;;;;;;;;;;
15.05.2024;00:04;A 70;1;0;0;0;0;0;0;1;1;0;0;0;0;1;2;0;100;1;2;0;0;0;0;;;;;;;;;;
15.05.2024;00:03;A 70;1;0;0;0;0;0;0;1;1;1;0;0;0;1;70;0;100;0;0;0;0;0;0;;;;;;;;;;
15.05.2024;00:02;A 70;1;0;0;0;0;1;1;2;2;3;2;0;0;1;60;0;100;1;1;0;0;0;0;;;;;;;;;;
15.05.2024;00:01;A 70;1;0;3;0;0;0;0;0;0;1;0;0;0;1;9;0;100;2;1;0;0;0;0;;;;;;;;;;
15.05.2024;00:00;A 70;1;1;68;0;0;0;0;0;0;2;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
14.05.2024;23:59;A 70;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
14.05.2024;23:58;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;2;0;0;0;0;;;;;;;;;;
14.05.2024;23:57;A 70;1;0;0;1;9;3;8;0;0;0;0;0;0;2;3;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:56;A 70;1;0;0;2;32;2;4;1;3;0;0;0;0;2;51;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:55;A 70;1;0;0;0;0;2;17;0;0;1;1;0;0;1;49;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:54;A 70;1;1;2;1;1;1;57;1;1;2;2;0;0;1;46;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:53;A 70;1;0;0;0;0;1;14;1;2;1;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
14.05.2024;23:52;A 70;1;0;0;1;1;0;0;2;2;2;2;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
14.05.2024;23:51;A 70;1;0;0;0;26;1;25;1;2;1;1;0;0;1;29;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:50;A 70;1;0;0;1;15;1;14;0;0;0;0;0;0;1;41;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:49;A 70;1;0;0;2;73;2;69;0;0;1;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
14.05.2024;23:48;A 70;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
14.05.2024;23:47;A 70;1;0;0;0;0;0;66;1;1;2;2;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:46;A 70;1;0;0;1;0;4;13;2;2;2;2;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:45;A 70;1;0;0;0;41;0;0;1;2;1;1;0;0;0;42;0;100;1;1;0;0;0;0;;;;;;;;;;
14.05.2024;23:44;A 70;1;0;0;1;25;1;5;1;2;1;1;0;0;2;27;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:43;A 70;1;0;0;1;65;1;64;3;3;1;1;0;0;1;2;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:42;A 70;1;0;0;2;13;1;2;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:41;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;2;0;0;0;0;;;;;;;;;;
14.05.2024;23:40;A 70;1;0;0;0;0;0;0;1;2;1;0;0;0;1;70;0;100;1;1;0;0;0;0;;;;;;;;;;
14.05.2024;23:39;A 70;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:38;A 70;1;0;0;1;3;1;69;0;0;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:37;A 70;1;0;0;0;0;0;0;1;1;1;42;0;0;0;45;0;100;1;17;0;0;0;0;;;;;;;;;;
14.05.2024;23:36;A 70;1;0;0;2;5;2;6;1;2;3;39;0;0;1;28;0;100;1;3;0;0;0;0;;;;;;;;;;
14.05.2024;23:35;A 70;1;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;100;2;1;1;2;1;2;;;;;;;;;;
14.05.2024;23:34;A 70;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;100;3;2;0;0;0;0;;;;;;;;;;
14.05.2024;23:33;A 70;1;1;12;0;60;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:32;A 70;1;0;0;1;52;0;0;1;1;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:31;A 70;1;0;0;2;45;0;47;0;0;2;2;0;0;1;1;0;100;3;13;0;0;0;0;;;;;;;;;;
14.05.2024;23:30;A 70;1;0;0;0;34;1;23;1;1;2;2;0;0;1;36;0;100;1;17;0;0;0;0;;;;;;;;;;
14.05.2024;23:29;A 70;1;0;0;1;43;0;0;0;0;1;0;0;0;1;7;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:28;A 70;1;0;0;1;9;0;0;3;3;2;1;0;0;1;57;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:27;A 70;1;0;0;0;0;1;17;1;1;3;2;0;0;1;1;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:26;A 70;1;0;0;1;2;1;52;0;0;2;1;0;0;0;0;0;100;2;2;0;0;0;0;;;;;;;;;;
14.05.2024;23:25;A 70;1;0;0;0;0;0;17;1;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:24;A 70;1;0;0;1;9;1;52;3;6;1;1;0;0;1;3;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:23;A 70;1;0;0;1;37;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:22;A 70;1;0;0;1;31;0;0;0;0;1;0;0;0;0;0;0;100;4;3;0;0;0;0;;;;;;;;;;
14.05.2024;23:21;A 70;1;0;0;0;0;1;46;0;0;3;2;0;0;1;1;0;100;2;1;0;0;0;0;;;;;;;;;;
14.05.2024;23:20;A 70;1;0;0;0;0;1;1;4;7;1;38;0;0;0;0;0;100;1;5;0;0;0;0;;;;;;;;;;
14.05.2024;23:19;A 70;1;1;1;3;41;1;3;3;4;4;3;0;0;3;5;0;100;1;1;0;0;0;0;;;;;;;;;;
14.05.2024;23:18;A 70;1;1;1;1;33;0;0;2;2;3;2;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
14.05.2024;23:17;A 70;1;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:16;A 70;1;2;5;1;2;0;11;4;4;4;2;0;0;1;0;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:15;A 70;1;0;0;0;10;1;61;0;0;2;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:14;A 70;1;0;0;1;58;1;1;0;0;2;1;0;0;0;0;0;100;3;2;0;0;0;0;;;;;;;;;;
14.05.2024;23:13;A 70;1;0;0;1;1;1;68;1;1;2;2;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:12;A 70;1;0;0;0;0;0;60;3;3;3;2;0;0;3;44;0;100;1;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:11;A 70;1;0;0;1;3;2;11;4;5;0;0;0;0;0;1;0;100;2;1;0;0;0;0;;;;;;;;;;
14.05.2024;23:10;A 70;1;0;0;1;20;1;16;2;2;1;0;0;0;1;68;0;100;2;2;0;0;0;0;;;;;;;;;;
14.05.2024;23:09;A 70;1;0;0;0;0;0;35;2;2;3;2;0;0;0;0;0;100;1;10;0;0;0;0;;;;;;;;;;
14.05.2024;23:08;A 70;1;0;0;0;0;2;24;3;4;5;3;0;0;0;0;0;100;2;1;0;0;0;0;;;;;;;;;;
14.05.2024;23:07;A 70;1;0;0;1;1;0;0;3;3;2;1;0;0;2;4;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:06;A 70;1;0;0;3;10;3;9;5;62;2;3;0;0;3;15;0;100;1;1;0;0;0;0;;;;;;;;;;
14.05.2024;23:05;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;2;1;1;2;1;2;;;;;;;;;;
14.05.2024;23:04;A 70;1;0;0;2;25;0;0;1;2;1;24;0;0;0;66;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:03;A 70;1;0;33;0;32;0;0;2;2;2;1;0;0;1;3;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;23:02;A 70;1;1;38;1;24;0;0;2;3;3;2;0;0;0;0;0;100;2;1;0;0;0;0;;;;;;;;;;
14.05.2024;23:01;A 70;1;0;0;2;17;2;1;2;2;2;1;0;0;2;70;0;100;4;5;0;0;0;0;;;;;;;;;;
14.05.2024;23:00;A 70;1;1;2;1;15;3;5;4;3;3;1;0;0;1;67;0;100;1;0;0;0;0;0;;;;;;;;;;
14.05.2024;22:59;A 70;1;0;0;0;3;0;38;2;3;5;2;0;0;1;4;0;100;1;0;0;0;0;0;;;;;;;;;;
14.05.2024;22:58;A 70;1;0;0;1;31;1;32;2;2;2;1;0;0;0;0;0;100;2;1;0;0;0;0;;;;;;;;;;
14.05.2024;22:57;A 70;1;0;0;0;0;1;34;1;1;2;2;0;0;0;0;0;100;1;2;0;0;0;0;;;;;;;;;;
14.05.2024;22:56;A 70;1;1;2;0;0;0;0;0;0;2;1;0;0;1;3;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;22:55;A 70;1;0;0;2;42;2;69;2;7;1;1;0;0;2;21;0;100;1;0;0;0;0;0;;;;;;;;;;
14.05.2024;22:54;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;100;3;5;0;0;0;0;;;;;;;;;;
14.05.2024;22:53;A 70;1;0;0;1;1;1;1;1;1;0;0;0;0;1;29;0;100;0;0;0;0;0;0;;;;;;;;;;
14.05.2024;22:52;A 70;1;0;0;2;6;3;8;2;4;2;1;0;0;2;3;0;100;2;3;0;0;1;2;;;;;;;;;;
14.05.2024;22:51;A 70;1;0;0;4;33;1;2;3;12;3;36;0;0;0;54;0;100;2;1;1;2;0;0;;;;;;;;;;
14.05.2024;22:50;A 70;1;0;0;0;0;0;0;4;4;3;2;0;0;1;6;0;100;1;1;0;0;0;0;;;;;;;;;;
