Datum;Uhrzeit;Bezeichnung;Intervall;D11_1Z;D11_1B;D11_2Z;D11_2B;V12Z;V12B;V22Z;V22B;V51Z;V51B;V52Z;V52B;V111Z;V111B;V121Z;V121B;V122Z;V122B;T1_sZ;T1_sB;T1_bZ;T1_bB;T2_sZ;T2_sB;T2_bZ;T2_bB;T3_sZ;T3_sB;T3_bZ;T3_bB;T4_sZ;T4_sB;T4_bZ;T4_bB;T5_sZ;T5_sB;T5_bZ;T5_bB;T7_sZ;T7_sB;T7_bZ;T7_bB;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB
06.03.2024;00:46;A141;1;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:45;A141;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:44;A141;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:43;A141;1;1;21;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:42;A141;1;0;0;0;0;0;0;0;0;1;5;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:41;A141;1;1;3;0;2;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:40;A141;1;1;20;2;3;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:39;A141;1;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:38;A141;1;2;2;0;0;0;0;3;8;0;0;1;3;1;4;2;7;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:37;A141;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:36;A141;1;1;26;1;2;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:35;A141;1;0;0;0;0;0;0;3;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:34;A141;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:33;A141;1;1;26;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:32;A141;1;0;34;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:31;A141;1;2;45;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:30;A141;1;0;17;0;0;0;0;0;1;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:29;A141;1;1;2;1;4;1;2;1;3;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:28;A141;1;0;4;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:27;A141;1;1;21;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:26;A141;1;1;18;1;4;0;0;0;0;0;0;2;14;1;1;1;10;0;0;0;0;0;0;0;0;0;0;1;19;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:25;A141;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:24;A141;1;2;53;2;4;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:23;A141;1;0;33;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:22;A141;1;2;62;2;4;1;2;1;7;1;2;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;2;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:21;A141;1;1;15;1;2;1;2;0;0;0;0;0;0;3;15;3;19;0;0;0;0;0;0;0;0;0;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:20;A141;1;3;52;3;4;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:19;A141;1;1;16;2;5;1;3;0;0;1;6;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:18;A141;1;2;1;0;0;0;0;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:17;A141;1;1;25;1;2;1;4;1;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:16;A141;1;1;38;1;1;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:15;A141;1;2;31;2;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:14;A141;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:13;A141;1;1;37;2;37;1;13;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:12;A141;1;2;45;1;2;1;2;3;7;1;4;1;1;1;3;1;4;0;0;0;0;0;0;0;0;0;0;2;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:11;A141;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:10;A141;1;1;25;1;2;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:09;A141;1;2;51;2;2;1;5;0;0;0;0;3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:08;A141;1;2;59;2;5;0;0;0;0;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:07;A141;1;0;0;0;0;1;3;0;0;3;13;1;2;1;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:06;A141;1;1;28;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:05;A141;1;0;0;1;1;0;0;1;5;2;9;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:04;A141;1;0;6;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:03;A141;1;1;18;1;2;0;0;1;5;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:02;A141;1;2;59;5;16;1;4;0;0;1;6;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:01;A141;1;0;0;0;0;0;0;0;0;0;0;1;6;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
06.03.2024;00:00;A141;1;2;34;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:59;A141;1;1;13;2;12;0;0;0;0;2;11;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:58;A141;1;0;0;0;0;0;0;0;0;0;15;2;16;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:57;A141;1;1;59;1;2;0;0;0;0;1;75;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:56;A141;1;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:55;A141;1;2;32;1;1;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:54;A141;1;0;0;1;3;0;0;0;0;2;9;1;9;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:53;A141;1;0;0;0;0;0;0;0;0;0;0;1;3;1;8;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:52;A141;1;2;18;2;14;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:51;A141;1;1;16;3;7;0;0;0;0;1;4;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:50;A141;1;1;37;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:49;A141;1;1;26;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:48;A141;1;2;24;1;5;1;5;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:47;A141;1;2;25;1;1;0;0;1;2;1;3;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:46;A141;1;1;26;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:45;A141;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:44;A141;1;1;24;1;1;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:43;A141;1;1;33;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:42;A141;1;1;53;1;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:41;A141;1;2;34;2;12;0;0;0;0;0;0;2;9;2;7;2;8;0;0;0;0;0;0;0;0;0;0;2;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:40;A141;1;1;37;1;17;1;6;2;15;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:39;A141;1;2;66;2;5;1;3;2;16;0;0;0;0;1;5;1;4;0;0;0;0;0;0;0;0;0;0;2;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:38;A141;1;2;31;2;3;0;0;1;1;0;0;2;8;2;3;2;4;0;0;0;0;0;0;0;0;0;0;2;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:37;A141;1;1;25;1;2;0;0;2;11;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:36;A141;1;0;43;0;0;0;0;1;8;0;0;2;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:35;A141;1;2;46;2;4;0;0;0;0;2;4;0;0;1;0;1;4;0;0;0;0;0;0;0;0;0;0;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:34;A141;1;0;18;0;0;0;0;3;18;1;4;1;7;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:33;A141;1;2;3;2;3;1;3;1;2;1;16;0;0;1;3;1;4;0;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:32;A141;1;2;27;2;4;0;0;0;0;1;13;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:31;A141;1;1;27;1;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:30;A141;1;1;68;1;1;0;0;0;0;1;5;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:29;A141;1;2;49;2;4;1;1;1;8;0;0;2;25;0;0;2;6;0;0;0;0;0;0;0;0;0;0;2;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:28;A141;1;1;13;1;2;1;3;0;0;1;3;1;5;1;5;1;5;0;0;0;0;0;0;0;0;0;0;1;13;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;100;0;100;0;100
05.03.2024;23:27;A141;1;2;30;0;31;0;0;0;0;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:26;A141;1;1;8;2;3;0;0;0;0;0;0;2;21;0;0;1;4;0;0;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:25;A141;1;1;29;1;1;0;0;1;2;1;2;2;9;1;9;1;8;0;0;0;0;0;0;0;0;0;0;1;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:24;A141;1;1;20;0;0;0;0;0;7;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:23;A141;1;1;4;2;5;1;6;2;2;1;6;0;0;1;3;1;2;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:22;A141;1;2;18;2;3;1;3;1;7;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:21;A141;1;1;25;0;0;1;2;4;22;1;3;1;10;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;100;0;100;0;100
05.03.2024;23:20;A141;1;2;27;3;8;0;0;1;4;1;3;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:19;A141;1;2;23;1;3;0;0;2;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:18;A141;1;1;25;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:17;A141;1;2;31;1;9;0;0;1;19;2;12;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:16;A141;1;3;13;2;2;1;3;2;6;0;0;3;11;1;4;1;4;0;0;1;0;0;0;0;0;1;0;3;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:15;A141;1;3;37;2;38;2;10;0;0;0;0;2;6;1;3;2;5;0;0;0;0;0;0;0;0;0;0;3;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:14;A141;1;0;0;0;0;0;0;0;0;1;6;2;10;1;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:13;A141;1;1;26;3;6;1;5;1;5;2;11;4;36;1;3;2;6;0;0;0;0;0;0;0;0;0;0;1;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:12;A141;1;6;31;0;41;1;38;0;0;0;0;2;7;1;5;1;9;0;0;0;0;0;0;0;0;0;0;6;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:11;A141;1;2;53;4;32;3;31;1;2;0;0;2;8;1;2;1;3;0;0;0;0;0;0;0;0;0;0;2;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:10;A141;1;3;31;2;9;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:09;A141;1;4;32;2;6;0;0;2;4;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:08;A141;1;1;54;2;43;2;7;1;1;0;0;3;14;1;3;1;4;0;0;0;0;0;0;0;0;0;0;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:07;A141;1;1;29;1;1;0;0;0;0;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:06;A141;1;3;29;2;28;1;7;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:05;A141;1;3;19;1;16;0;19;1;10;1;22;3;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:04;A141;1;3;41;2;6;2;16;0;0;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:03;A141;1;4;69;4;7;3;6;4;17;0;0;2;6;2;5;1;5;0;0;0;0;0;0;0;0;0;0;4;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
05.03.2024;23:02;A141;1;6;26;3;40;2;46;0;0;2;27;0;0;1;4;1;5;0;0;0;0;0;0;0;0;0;0;6;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100
