Datum;Uhrzeit;Bezeichnung;Intervall;VD21Z;VD21B;V22Z;V22B;V51Z;V51B;V52Z;V52B;VD81Z;VD81B;VD82Z;VD82B;V83Z;V83B;V111Z;V111B;V112Z;V112B;TF32Z;TF32B;TBS32Z;TBS32B;TF35Z;TF35B;TBS35Z;TBS35B;TF38Z;TF38B;TBS38Z;TBS38B;TF41Z;TF41B;TBS41Z;TBS41B
21.06.2024;01:36;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:35;A 59;1;0;0;0;0;0;0;1;14;0;0;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:34;A 59;1;0;0;0;0;0;0;1;2;0;0;1;10;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.06.2024;01:33;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:32;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0
21.06.2024;01:31;A 59;1;0;0;0;0;0;0;1;1;1;2;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:30;A 59;1;1;18;1;2;0;0;1;16;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:29;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:28;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:27;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:26;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
21.06.2024;01:25;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.06.2024;01:24;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:23;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
21.06.2024;01:22;A 59;1;0;0;0;0;0;0;1;1;0;0;1;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
21.06.2024;01:21;A 59;1;0;0;0;0;0;0;1;4;0;0;2;12;2;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0
21.06.2024;01:20;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:19;A 59;1;1;11;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:18;A 59;1;0;0;0;0;0;0;1;15;0;0;1;10;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
21.06.2024;01:17;A 59;1;0;0;0;0;0;0;1;4;0;0;1;2;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
21.06.2024;01:16;A 59;1;0;0;0;0;0;0;0;0;0;0;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:15;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:14;A 59;1;1;0;0;0;0;0;2;5;0;0;2;29;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
21.06.2024;01:13;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:12;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:11;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:10;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:09;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:08;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.06.2024;01:07;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:06;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
21.06.2024;01:05;A 59;1;0;0;0;0;0;2;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.06.2024;01:04;A 59;1;0;0;0;0;1;10;0;0;0;0;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.06.2024;01:03;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:02;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
21.06.2024;01:01;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.06.2024;01:00;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
21.06.2024;00:59;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.06.2024;00:58;A 59;1;0;0;0;0;1;15;1;14;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:57;A 59;1;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
21.06.2024;00:56;A 59;1;1;75;0;0;1;23;0;0;0;0;0;0;2;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
21.06.2024;00:55;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0
21.06.2024;00:54;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:53;A 59;1;1;25;1;17;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
21.06.2024;00:52;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:51;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.06.2024;00:50;A 59;1;0;0;0;0;0;0;1;19;0;0;1;9;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.06.2024;00:49;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.06.2024;00:48;A 59;1;0;0;0;0;0;0;1;62;0;0;0;0;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
21.06.2024;00:47;A 59;1;1;2;1;20;0;0;2;28;0;0;2;23;2;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;0;0
21.06.2024;00:46;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;0
21.06.2024;00:45;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
21.06.2024;00:44;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0
21.06.2024;00:43;A 59;1;0;0;0;0;0;0;0;0;0;0;1;2;2;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.06.2024;00:42;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:41;A 59;1;0;0;0;0;1;14;0;0;0;0;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.06.2024;00:40;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0
21.06.2024;00:39;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:38;A 59;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
21.06.2024;00:37;A 59;1;2;4;3;23;1;19;0;0;0;0;0;0;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:36;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:35;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:34;A 59;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
21.06.2024;00:33;A 59;1;0;0;0;0;0;0;0;0;0;0;1;9;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
21.06.2024;00:32;A 59;1;0;0;0;0;0;0;1;19;0;0;1;7;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0
21.06.2024;00:31;A 59;1;0;0;0;0;1;11;1;11;0;0;1;12;2;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
21.06.2024;00:30;A 59;1;0;0;0;0;0;0;1;2;0;0;1;12;3;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;0;0
21.06.2024;00:29;A 59;1;0;0;0;0;0;0;0;0;0;0;1;7;2;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.06.2024;00:28;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.06.2024;00:27;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:26;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:25;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.06.2024;00:24;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:23;A 59;1;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.06.2024;00:22;A 59;1;0;0;0;0;0;0;2;15;0;0;3;31;2;12;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:21;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0
21.06.2024;00:20;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:19;A 59;1;0;0;0;0;1;7;0;0;0;0;1;4;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;10
21.06.2024;00:18;A 59;1;2;27;2;16;3;28;0;0;0;0;0;0;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;1;0
21.06.2024;00:17;A 59;1;1;1;1;12;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
21.06.2024;00:16;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0
21.06.2024;00:15;A 59;1;0;29;0;0;2;12;0;0;0;0;0;0;3;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;4
21.06.2024;00:14;A 59;1;1;11;1;9;2;15;0;15;0;0;0;13;2;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;12;1;1
21.06.2024;00:13;A 59;1;1;34;0;32;0;0;1;36;0;0;1;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
21.06.2024;00:12;A 59;1;0;0;1;29;1;13;0;0;0;0;1;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
21.06.2024;00:11;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:10;A 59;1;0;3;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
21.06.2024;00:09;A 59;1;1;9;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;0;0
21.06.2024;00:08;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.06.2024;00:07;A 59;1;0;0;0;0;1;8;1;15;0;0;2;16;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1
21.06.2024;00:06;A 59;1;1;3;0;0;1;16;0;0;0;0;0;0;2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1
21.06.2024;00:05;A 59;1;0;0;0;0;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;4
21.06.2024;00:04;A 59;1;0;0;0;0;0;0;1;1;1;3;0;0;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
21.06.2024;00:03;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0
21.06.2024;00:02;A 59;1;1;29;0;0;0;0;0;0;0;0;1;6;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:01;A 59;1;0;0;0;0;0;0;0;0;0;0;1;9;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.06.2024;00:00;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
20.06.2024;23:59;A 59;1;1;22;1;12;0;0;0;0;0;0;0;0;2;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;0;0
20.06.2024;23:58;A 59;1;0;0;0;0;0;0;1;12;0;0;3;26;2;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2024;23:57;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0;0
20.06.2024;23:56;A 59;1;0;0;0;0;0;0;0;0;0;0;2;8;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
20.06.2024;23:55;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;4;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0
20.06.2024;23:54;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;3;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1
20.06.2024;23:53;A 59;1;0;0;0;0;1;10;0;0;0;0;0;0;1;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;0
20.06.2024;23:52;A 59;1;0;0;0;0;1;7;0;0;0;0;2;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
20.06.2024;23:51;A 59;1;0;0;0;0;1;14;0;0;0;0;0;0;1;9;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2
20.06.2024;23:50;A 59;1;0;0;0;0;3;41;0;0;0;0;0;0;1;24;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;4;4;1;10
20.06.2024;23:49;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
20.06.2024;23:48;A 59;1;0;0;0;0;0;0;2;65;1;2;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2024;23:47;A 59;1;1;2;0;0;0;0;2;1;1;4;2;2;1;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;10;0;0
20.06.2024;23:46;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;3;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0
20.06.2024;23:45;A 59;1;2;22;1;13;0;0;2;2;0;0;1;6;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0
20.06.2024;23:44;A 59;1;0;0;1;43;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
20.06.2024;23:43;A 59;1;0;0;0;0;1;12;1;1;0;0;0;33;2;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
20.06.2024;23:42;A 59;1;0;0;0;0;0;0;0;0;0;0;1;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2024;23:41;A 59;1;0;0;0;0;0;0;2;6;0;0;0;93;0;4;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0
20.06.2024;23:40;A 59;1;0;0;0;0;1;46;0;0;0;0;0;100;3;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;1;1
20.06.2024;23:39;A 59;1;2;51;0;18;0;0;0;0;0;0;0;100;2;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0
20.06.2024;23:38;A 59;1;0;0;1;1;0;0;0;0;0;0;0;100;1;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0
20.06.2024;23:37;A 59;1;0;0;0;0;0;0;0;0;0;0;0;100;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2024;23:36;A 59;1;0;0;0;0;2;25;2;2;1;3;0;100;2;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;3;3
20.06.2024;23:35;A 59;1;1;4;0;0;0;0;0;0;0;0;0;100;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;0;0
20.06.2024;23:34;A 59;1;2;45;2;22;2;5;0;0;0;0;0;100;2;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
20.06.2024;23:33;A 59;1;1;1;1;13;0;0;0;0;0;0;0;100;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
20.06.2024;23:32;A 59;1;0;0;0;0;0;0;0;0;0;0;0;100;1;6;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;3;0;0
20.06.2024;23:31;A 59;1;0;0;0;0;0;0;0;0;0;0;0;100;1;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
20.06.2024;23:30;A 59;1;0;0;0;0;0;0;0;0;0;0;0;100;2;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
20.06.2024;23:29;A 59;1;1;1;0;2;0;0;0;0;0;0;0;100;3;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;0;0
20.06.2024;23:28;A 59;1;0;0;1;9;1;1;0;0;0;0;0;100;3;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;2
20.06.2024;23:27;A 59;1;0;0;0;0;1;15;0;0;0;0;0;100;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
20.06.2024;23:26;A 59;1;0;0;0;0;0;0;0;0;0;0;1;99;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
20.06.2024;23:25;A 59;1;1;11;1;14;0;0;0;0;0;0;1;5;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
20.06.2024;23:24;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;4;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;1;0
20.06.2024;23:23;A 59;1;1;21;1;14;0;0;0;0;0;0;0;0;1;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;11;0;0
20.06.2024;23:22;A 59;1;1;22;1;1;1;16;0;0;0;0;0;0;1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
