Datum;Uhrzeit;Bezeichnung;Intervall;D51Z;D51B;D52Z;D52B;D53Z;D53B;D54Z;D54B;D71Z;D71B;D72Z;D72B;D91Z;D91B;D92Z;D92B;D93Z;D93B;D94Z;D94B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B;MP7Z;MP7B;TBS35Z;TBS35B;TF37Z;TF37B;TBS37Z;TBS37B;TF38Z;TF38B;TBS38Z;TBS38B;TBS39Z;TBS39B;TS57Z;TS57B
15.03.2024;00:50;A 32;1;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:49;A 32;1;0;0;0;0;0;0;0;0;1;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:48;A 32;1;0;0;0;0;0;0;0;0;1;1;2;4;1;1;2;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:47;A 32;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:46;A 32;1;0;0;0;0;0;0;0;0;1;2;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:45;A 32;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:44;A 32;1;0;0;0;0;0;0;0;0;0;0;0;0;2;5;1;1;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:43;A 32;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:42;A 32;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:41;A 32;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:40;A 32;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:39;A 32;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:38;A 32;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:37;A 32;1;1;80;0;0;1;2;0;0;0;0;0;0;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
15.03.2024;00:36;A 32;1;0;0;1;46;0;0;1;2;0;0;0;0;1;1;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
15.03.2024;00:35;A 32;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:34;A 32;1;1;23;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:33;A 32;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:32;A 32;1;0;0;1;1;0;0;0;0;1;1;1;1;0;0;2;11;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:31;A 32;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:30;A 32;1;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:29;A 32;1;1;2;0;82;1;2;0;0;1;1;1;1;1;23;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:28;A 32;1;0;0;1;29;1;1;1;1;2;2;2;2;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:27;A 32;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:26;A 32;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:25;A 32;1;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:24;A 32;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:23;A 32;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:22;A 32;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
15.03.2024;00:21;A 32;1;0;0;0;0;0;0;0;0;1;2;1;1;0;0;2;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:20;A 32;1;0;0;1;44;0;0;0;0;1;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:19;A 32;1;1;35;0;0;0;0;1;1;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:18;A 32;1;1;31;1;12;2;4;1;1;1;1;2;2;2;2;2;3;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:17;A 32;1;0;0;0;0;0;0;0;0;1;2;1;1;2;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:16;A 32;1;0;0;1;47;0;0;1;2;3;4;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:15;A 32;1;0;0;0;0;0;0;0;0;1;2;2;2;2;3;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:14;A 32;1;0;0;0;0;0;0;0;0;1;0;1;1;2;3;1;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:13;A 32;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:12;A 32;1;2;27;1;9;1;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:11;A 32;1;1;8;0;0;1;1;0;0;0;0;0;0;2;2;0;0;1;1;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:10;A 32;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:09;A 32;1;0;0;0;99;0;0;0;0;1;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:08;A 32;1;0;0;1;2;0;0;1;1;0;0;0;0;1;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:07;A 32;1;2;2;0;67;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:06;A 32;1;1;11;1;5;1;2;1;1;1;1;0;0;2;23;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:05;A 32;1;0;32;0;0;0;0;0;0;1;2;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:04;A 32;1;1;18;1;5;2;3;0;0;1;1;1;1;0;0;1;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:03;A 32;1;0;4;0;4;0;0;0;0;1;1;2;2;0;0;2;3;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:02;A 32;1;1;77;1;83;1;2;1;2;1;1;1;1;2;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:01;A 32;1;0;0;0;0;0;0;0;0;2;3;2;2;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2024;00:00;A 32;1;0;0;0;36;0;0;0;0;0;0;0;0;0;0;1;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
14.03.2024;23:59;A 32;1;0;18;1;35;0;0;1;2;0;0;0;0;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:58;A 32;1;1;26;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:57;A 32;1;1;92;0;0;2;3;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:56;A 32;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:55;A 32;1;0;0;0;67;0;0;0;0;1;1;1;1;2;20;1;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:54;A 32;1;0;0;1;43;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:53;A 32;1;0;0;0;0;0;0;0;0;1;1;1;1;2;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:52;A 32;1;0;0;0;18;0;0;0;0;0;0;0;0;2;2;2;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:51;A 32;1;1;4;1;60;0;0;1;2;1;1;1;1;3;5;1;2;3;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:50;A 32;1;1;13;1;81;2;4;2;2;1;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:49;A 32;1;1;14;0;0;1;1;0;0;3;5;3;4;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:48;A 32;1;0;0;1;72;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:47;A 32;1;1;20;1;8;2;2;2;3;3;4;3;3;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:46;A 32;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:45;A 32;1;0;16;0;16;0;0;0;0;3;10;3;5;1;1;2;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:44;A 32;1;1;11;1;49;1;2;1;2;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:43;A 32;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
14.03.2024;23:42;A 32;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:41;A 32;1;0;0;1;67;0;0;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
14.03.2024;23:40;A 32;1;1;1;1;75;1;1;1;1;0;0;0;0;2;36;2;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:39;A 32;1;1;39;2;31;3;2;2;5;2;2;2;2;0;0;1;2;0;0;1;1;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:38;A 32;1;1;7;1;16;1;1;1;1;1;2;1;1;2;28;1;22;2;3;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:37;A 32;1;1;1;2;33;0;1;1;1;0;0;0;0;1;1;0;30;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:36;A 32;1;0;0;1;68;1;1;2;2;1;2;1;1;0;0;3;5;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:35;A 32;1;0;85;1;21;0;0;1;1;2;2;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:34;A 32;1;1;16;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:33;A 32;1;1;29;1;15;1;1;1;2;0;0;0;0;1;1;2;35;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:32;A 32;1;2;16;0;0;1;2;0;0;0;0;0;0;2;34;3;30;3;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:31;A 32;1;1;1;0;16;1;1;0;0;1;1;1;1;1;1;2;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:30;A 32;1;0;0;1;79;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:29;A 32;1;0;0;1;76;0;0;1;1;1;4;1;1;2;3;1;10;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
14.03.2024;23:28;A 32;1;0;0;1;29;0;0;1;2;1;1;1;1;1;5;1;4;1;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0
14.03.2024;23:27;A 32;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;7;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:26;A 32;1;0;0;2;12;0;0;1;2;0;0;0;0;2;2;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
14.03.2024;23:25;A 32;1;0;34;1;2;0;0;1;1;0;0;0;0;2;23;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:24;A 32;1;1;17;0;18;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:23;A 32;1;0;0;1;79;0;0;1;1;0;0;0;0;1;1;4;5;1;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:22;A 32;1;0;0;0;0;0;0;0;0;2;2;2;2;5;7;3;4;5;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:21;A 32;1;1;86;0;0;1;1;0;0;1;1;1;1;1;1;3;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:20;A 32;1;1;2;1;3;1;2;1;3;1;4;1;3;0;0;1;2;1;1;3;5;0;0;0;0;0;0;0;0;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:19;A 32;1;0;0;0;0;0;0;0;0;0;0;0;0;2;7;1;4;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:18;A 32;1;0;0;0;0;1;1;0;0;3;4;3;4;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:17;A 32;1;2;27;0;0;0;0;0;0;2;3;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;1;1;0;0
14.03.2024;23:16;A 32;1;1;58;1;2;3;6;1;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0
14.03.2024;23:15;A 32;1;1;59;0;0;1;1;1;0;4;12;3;3;4;5;1;2;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0
14.03.2024;23:14;A 32;1;0;81;0;0;0;0;0;0;1;1;2;2;3;3;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:13;A 32;1;1;1;1;70;2;2;1;2;3;4;2;3;1;1;2;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
14.03.2024;23:12;A 32;1;1;2;1;1;1;2;1;1;1;1;2;2;1;39;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:11;A 32;1;4;27;2;19;2;2;1;9;0;0;0;0;1;41;1;42;1;1;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:10;A 32;1;2;5;1;11;1;2;2;2;0;0;0;0;0;0;1;0;0;0;1;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
14.03.2024;23:09;A 32;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;19;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:08;A 32;1;0;0;1;19;0;0;1;1;2;3;2;2;1;2;2;3;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0
14.03.2024;23:07;A 32;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:06;A 32;1;2;61;1;73;2;3;1;2;0;0;0;0;1;1;2;3;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:05;A 32;1;0;50;1;8;0;0;1;2;0;0;0;0;1;30;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:04;A 32;1;1;21;0;0;1;1;1;1;3;4;3;4;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2024;23:03;A 32;1;0;0;1;3;0;0;0;0;1;5;1;4;4;7;2;10;4;3;2;2;0;0;0;0;0;0;0;0;0;0;1;2;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
