Datum;Uhrzeit;Bezeichnung;Intervall;V11Z;V11B;V12Z;V12B;V13Z;V13B;D21Z;D21B;V31Z;V31B;V32Z;V32B;V33Z;V33B;V41Z;V41B;V42Z;V42B;V43Z;V43B;T1-T2_Anf_32Z;T1-T2_Anf_32B;T3-T4_Anf_38Z;T3-T4_Anf_38B;V14Z;V14B;V40Z;V40B;T5-T6_Anf_31Z;T5-T6_Anf_31B
04.12.2024;00:29;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:28;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:27;A181;1;0;0;1;2;1;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0
04.12.2024;00:26;A181;1;1;1;1;1;0;0;0;100;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
04.12.2024;00:25;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:24;A181;1;0;0;0;0;0;0;0;100;0;0;1;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:23;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0
04.12.2024;00:22;A181;1;0;0;0;0;1;9;0;100;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:21;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:20;A181;1;0;0;0;0;0;0;0;100;0;0;1;3;2;3;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0
04.12.2024;00:19;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:18;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0
04.12.2024;00:17;A181;1;0;0;0;0;0;0;0;100;0;0;1;1;2;5;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
04.12.2024;00:16;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:15;A181;1;0;0;1;1;0;1;0;100;0;0;0;0;0;0;1;38;0;0;1;2;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:14;A181;1;0;0;2;15;1;3;0;100;0;0;1;1;1;2;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:13;A181;1;0;0;3;39;0;0;0;100;0;0;0;0;0;0;1;19;2;29;1;25;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:12;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
04.12.2024;00:11;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;0;0;1;1;0;0;0;52;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:10;A181;1;0;0;2;2;1;4;0;100;0;0;0;0;0;0;0;0;0;0;1;43;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:09;A181;1;0;0;1;6;0;0;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;4;0;0;0;0
04.12.2024;00:08;A181;1;0;0;2;4;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:07;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;1;2;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:06;A181;1;1;1;5;31;2;7;0;100;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0
04.12.2024;00:05;A181;1;0;0;1;2;1;9;0;100;0;0;1;3;1;2;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:04;A181;1;0;0;0;0;0;0;0;100;0;0;1;2;1;2;2;9;1;2;0;0;0;0;0;0;1;3;0;0;0;0
04.12.2024;00:03;A181;1;0;0;1;2;0;0;0;100;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:02;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;1;4;2;14;1;1;0;0;0;0;0;0;1;1;0;0;0;0
04.12.2024;00:01;A181;1;1;1;1;1;1;1;0;100;0;0;0;0;0;0;1;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:00;A181;1;0;0;1;2;1;2;0;100;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:59;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;0;0;1;1;1;18;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:58;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:57;A181;1;0;0;3;7;0;0;0;100;0;0;1;2;2;2;0;0;1;11;0;0;0;0;0;0;0;0;1;3;0;0
03.12.2024;23:56;A181;1;0;0;1;2;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:55;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;2;3;0;0;0;0;1;3;0;0;1;1;0;0;0;0;0;0
03.12.2024;23:54;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;2;6;1;26;0;0;2;24;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:53;A181;1;0;0;2;3;2;7;0;100;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:52;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:51;A181;1;0;0;1;2;1;11;0;100;0;0;0;0;0;0;1;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:50;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;1;3;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:49;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;3;31;0;0;0;0;0;0;0;0;1;2;0;0;0;0
03.12.2024;23:48;A181;1;1;1;2;2;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
03.12.2024;23:47;A181;1;0;0;2;2;0;0;0;100;0;0;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:46;A181;1;0;0;2;6;0;0;0;100;0;0;1;3;1;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
03.12.2024;23:45;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:44;A181;1;0;0;0;0;0;0;0;100;0;0;1;1;1;2;2;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:43;A181;1;1;1;1;37;2;6;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:42;A181;1;0;0;2;2;0;0;0;100;0;0;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:41;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:40;A181;1;0;0;0;0;1;2;0;100;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:39;A181;1;0;0;1;2;0;0;0;100;0;0;0;0;1;1;3;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:38;A181;1;0;0;1;2;0;0;0;100;0;0;0;0;0;0;1;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:37;A181;1;0;0;1;3;0;0;0;100;0;0;0;0;0;0;2;20;0;0;0;0;0;0;0;0;1;2;0;0;0;0
03.12.2024;23:36;A181;1;0;0;2;2;0;0;0;100;0;0;1;4;2;25;2;3;1;2;0;0;0;0;0;0;1;3;0;0;0;0
03.12.2024;23:35;A181;1;0;0;1;2;0;0;0;100;0;0;0;0;1;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:34;A181;1;0;0;0;0;1;14;0;100;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:33;A181;1;0;0;1;2;1;3;0;100;0;0;1;3;1;2;1;1;1;19;1;1;0;0;0;0;1;2;0;0;0;0
03.12.2024;23:32;A181;1;0;0;0;0;0;0;0;100;0;0;1;2;1;1;0;52;0;0;0;0;0;0;0;0;2;5;0;0;0;0
03.12.2024;23:31;A181;1;0;0;0;0;1;5;0;100;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:30;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;1;4;0;0;0;0;1;1;0;0;1;2;2;3;0;0;0;0
03.12.2024;23:29;A181;1;0;0;1;2;0;0;0;100;0;0;0;0;1;2;3;3;1;1;0;0;0;0;0;0;0;13;0;0;0;0
03.12.2024;23:28;A181;1;0;0;0;0;1;2;0;100;0;0;2;7;2;7;1;15;0;0;2;33;0;0;0;0;1;15;0;0;0;0
03.12.2024;23:27;A181;1;1;1;1;3;1;24;0;100;0;0;0;0;0;0;2;5;0;0;1;1;1;1;0;0;1;4;0;0;0;0
03.12.2024;23:26;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;1;7;0;0;2;17;0;0;0;0;1;1;0;0;0;0
03.12.2024;23:25;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;1;1;1;34;1;37;1;45;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:24;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;1;2;0;0;0;0;1;1;0;0;0;0;1;2;0;0;0;0
03.12.2024;23:23;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;4;0;0;0;0
03.12.2024;23:22;A181;1;0;0;3;2;1;1;0;100;0;0;2;8;3;8;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:21;A181;1;0;0;2;3;0;0;0;100;0;0;0;0;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1
03.12.2024;23:20;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;1;23;0;0;2;6;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:19;A181;1;0;0;3;7;0;0;0;100;0;0;1;3;3;6;1;5;0;0;1;10;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:18;A181;1;0;0;5;9;2;5;0;100;0;0;0;0;1;2;1;1;1;1;0;0;0;0;0;0;1;2;0;0;0;0
03.12.2024;23:17;A181;1;0;0;2;3;1;2;0;100;0;0;1;2;1;1;1;1;0;0;0;0;1;1;0;0;1;2;0;0;0;0
03.12.2024;23:16;A181;1;0;0;0;0;2;6;0;100;0;0;1;2;2;3;2;49;1;23;0;0;0;0;0;0;1;2;0;0;0;0
03.12.2024;23:15;A181;1;1;2;1;2;1;3;0;100;0;0;1;3;1;2;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:14;A181;1;0;0;3;4;0;0;0;100;0;0;0;0;3;11;1;27;0;0;0;0;0;0;0;0;1;3;0;0;0;0
03.12.2024;23:13;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;0;0;4;55;2;2;2;2;0;0;0;0;1;2;0;0;0;0
03.12.2024;23:12;A181;1;0;0;0;0;0;0;0;100;0;0;1;4;3;9;3;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:11;A181;1;1;2;2;2;1;1;0;100;0;0;1;2;1;1;5;5;0;0;0;0;0;0;0;0;1;3;0;0;0;0
03.12.2024;23:10;A181;1;1;2;3;4;1;5;0;100;0;0;0;0;0;0;1;1;0;0;2;14;0;0;0;0;1;3;0;0;0;0
03.12.2024;23:09;A181;1;0;0;3;6;1;2;0;100;0;0;0;0;1;12;3;2;0;0;1;11;1;2;0;0;0;0;1;3;1;1
03.12.2024;23:08;A181;1;1;2;3;4;1;2;0;100;0;0;1;3;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:07;A181;1;0;0;0;8;0;0;0;100;0;0;1;3;1;1;1;1;3;3;0;0;0;0;0;0;1;1;0;0;0;0
03.12.2024;23:06;A181;1;1;1;4;76;1;2;0;100;0;0;0;0;0;0;0;25;2;27;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:05;A181;1;0;0;1;16;0;0;0;100;0;0;0;0;0;0;1;9;1;25;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:04;A181;1;2;5;3;25;0;0;0;100;0;0;0;0;3;10;1;10;3;3;0;0;0;0;0;0;1;3;0;0;0;0
03.12.2024;23:03;A181;1;0;0;0;0;0;0;0;100;0;0;2;4;3;3;1;1;1;1;1;3;0;0;0;0;1;1;0;0;0;0
03.12.2024;23:02;A181;1;0;0;2;3;0;0;0;100;0;0;2;7;3;5;3;21;0;0;0;0;0;0;0;0;1;2;0;0;0;0
03.12.2024;23:01;A181;1;0;0;1;2;0;0;0;100;0;0;1;2;1;3;1;49;0;0;2;55;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:00;A181;1;0;0;0;0;1;2;0;100;0;0;1;3;1;1;3;9;0;0;0;0;0;0;0;0;1;3;0;0;0;0
03.12.2024;22:59;A181;1;1;6;2;3;0;0;0;100;0;0;1;2;1;1;3;6;0;0;2;2;0;0;1;2;1;2;0;0;0;0
03.12.2024;22:58;A181;1;0;0;5;11;1;32;0;100;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;1;3;0;0;0;0
03.12.2024;22:57;A181;1;1;2;1;3;1;3;0;100;0;0;1;3;1;2;1;12;1;5;0;5;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:56;A181;1;0;0;2;7;1;2;0;100;0;0;1;8;4;11;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:55;A181;1;0;0;0;0;0;0;0;100;0;0;2;4;3;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:54;A181;1;1;1;3;3;2;9;0;100;0;0;2;5;3;5;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
03.12.2024;22:53;A181;1;0;0;5;71;1;2;0;100;0;0;2;3;3;5;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0
03.12.2024;22:52;A181;1;0;0;2;2;0;0;0;100;0;0;2;5;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:51;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;0;0;1;11;1;8;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:50;A181;1;2;3;3;3;0;0;0;100;0;0;3;10;6;21;4;11;2;2;0;0;1;1;0;0;1;3;0;0;0;0
03.12.2024;22:49;A181;1;1;3;3;4;1;2;0;100;0;0;1;3;2;5;2;5;1;1;1;11;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:48;A181;1;0;0;3;6;1;2;0;100;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
03.12.2024;22:47;A181;1;0;0;1;1;0;0;0;100;0;0;1;1;1;2;0;0;0;0;2;2;0;0;0;0;1;3;0;0;0;0
03.12.2024;22:46;A181;1;0;0;3;3;2;2;0;100;0;0;3;8;4;6;3;19;0;0;1;2;0;0;0;0;2;3;0;0;0;0
03.12.2024;22:45;A181;1;0;0;1;1;0;0;0;100;0;0;1;2;2;5;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:44;A181;1;0;0;3;4;0;0;0;100;0;0;0;0;1;2;2;36;0;0;0;0;0;0;0;0;1;5;0;0;0;0
03.12.2024;22:43;A181;1;0;0;5;6;1;0;0;100;0;0;1;2;1;1;2;18;1;4;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:42;A181;1;0;0;3;8;1;5;0;100;0;0;0;0;1;2;1;5;1;6;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:41;A181;1;0;0;3;6;0;0;0;100;0;0;0;0;1;1;0;17;1;6;0;0;0;0;0;0;2;4;0;0;0;0
03.12.2024;22:40;A181;1;0;0;3;6;2;7;0;100;0;0;2;6;3;6;3;17;0;0;0;0;0;0;0;0;1;1;1;2;0;0
03.12.2024;22:39;A181;1;0;0;2;3;1;4;0;100;0;0;1;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:38;A181;1;1;2;2;2;0;0;0;100;0;0;1;3;2;6;2;3;2;2;0;0;0;0;0;0;0;0;1;1;0;0
03.12.2024;22:37;A181;1;0;0;2;2;2;21;0;100;0;0;1;6;2;9;3;5;0;0;0;0;0;0;0;0;2;2;1;1;0;0
03.12.2024;22:36;A181;1;0;0;1;2;0;0;0;100;0;0;1;2;1;2;3;3;2;25;0;0;0;0;0;0;1;3;0;0;0;0
03.12.2024;22:35;A181;1;0;0;1;1;0;0;0;100;0;0;0;0;2;3;3;45;0;0;0;0;0;0;0;0;1;3;2;3;0;0
03.12.2024;22:34;A181;1;0;0;1;1;0;0;0;100;0;0;1;2;2;4;1;1;0;0;0;0;0;0;0;0;2;3;0;0;0;0
03.12.2024;22:33;A181;1;0;0;4;7;2;4;0;100;0;0;1;6;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:32;A181;1;0;0;2;1;0;0;0;100;0;0;0;0;0;0;1;44;0;0;0;0;0;0;1;3;0;0;0;0;0;0
03.12.2024;22:31;A181;1;0;0;1;4;2;48;0;100;0;0;3;8;4;10;1;11;1;1;1;1;0;0;0;0;0;0;1;2;0;0
03.12.2024;22:30;A181;1;0;0;3;5;2;7;0;100;0;0;0;0;3;8;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:29;A181;1;0;0;3;3;0;73;0;100;0;0;0;0;0;0;2;3;0;34;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:28;A181;1;0;0;2;27;4;30;0;100;0;0;4;9;4;7;7;10;2;38;1;1;0;0;0;0;1;5;0;0;0;0
03.12.2024;22:27;A181;1;0;0;1;3;0;0;0;100;0;0;0;1;1;1;4;21;1;4;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:26;A181;1;0;0;1;2;1;8;0;100;0;0;4;10;3;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:25;A181;1;0;0;4;11;1;1;0;100;0;0;0;0;0;0;3;11;0;0;1;1;0;0;0;0;1;5;0;0;0;0
03.12.2024;22:24;A181;1;0;0;1;2;0;0;0;100;0;0;2;5;3;7;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:23;A181;1;0;0;2;3;0;0;0;100;0;0;1;2;2;4;1;20;1;1;1;7;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:22;A181;1;3;4;2;3;0;0;0;100;0;0;1;2;1;1;2;25;0;0;0;0;0;0;0;0;1;1;0;0;0;0
03.12.2024;22:21;A181;1;0;0;2;2;2;8;0;100;0;0;1;1;3;6;2;2;0;0;1;1;1;1;0;0;0;0;0;0;0;0
03.12.2024;22:20;A181;1;0;0;3;4;0;0;0;100;0;0;1;2;2;6;3;3;1;1;0;0;0;0;0;0;1;1;0;0;0;0
03.12.2024;22:19;A181;1;1;2;0;0;0;0;0;100;0;0;0;0;0;0;1;31;1;26;0;0;0;0;0;0;1;2;0;0;0;0
03.12.2024;22:18;A181;1;0;0;2;34;1;5;0;100;0;0;2;5;2;6;2;6;1;1;0;0;1;1;0;0;1;3;1;1;0;0
03.12.2024;22:17;A181;1;0;0;3;20;1;10;0;100;0;0;2;6;2;3;0;0;1;1;2;37;0;0;0;0;1;5;1;2;0;88
03.12.2024;22:16;A181;1;0;0;4;7;1;6;0;100;0;0;1;2;3;11;3;23;2;3;2;6;1;1;0;0;2;2;0;0;1;28
03.12.2024;22:15;A181;1;0;0;4;6;1;2;0;100;0;0;0;0;1;2;1;2;1;25;1;6;0;0;0;0;1;3;1;1;0;0
03.12.2024;22:14;A181;1;0;0;3;6;1;5;0;100;0;0;0;0;0;0;0;12;1;19;2;27;0;0;1;1;0;0;0;0;0;0
03.12.2024;22:13;A181;1;1;2;2;3;1;14;0;100;0;0;0;0;3;5;5;22;0;0;1;30;1;1;0;0;3;11;0;0;1;2
03.12.2024;22:12;A181;1;0;0;2;16;2;3;0;100;0;0;1;10;3;13;6;37;1;17;0;0;0;0;0;0;1;3;0;0;0;0
03.12.2024;22:11;A181;1;0;0;3;65;3;8;0;100;0;0;1;2;1;1;2;50;0;0;1;21;0;0;0;0;2;4;0;0;0;0
03.12.2024;22:10;A181;1;0;0;4;6;0;0;0;100;0;0;1;2;2;5;3;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:09;A181;1;0;0;1;3;1;3;0;100;0;0;2;5;3;10;3;43;1;37;1;2;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:08;A181;1;1;3;1;2;1;1;0;100;0;0;1;2;3;5;1;92;1;81;0;0;0;0;0;0;2;5;0;0;0;0
03.12.2024;22:07;A181;1;0;0;2;4;0;0;0;100;0;0;1;4;1;4;2;18;2;32;1;53;0;0;0;0;1;4;1;1;0;0
03.12.2024;22:06;A181;1;1;1;2;4;1;3;0;100;0;0;3;11;6;12;4;41;1;1;0;0;0;0;0;0;1;3;0;0;0;0
03.12.2024;22:05;A181;1;0;0;2;1;2;9;0;100;0;0;1;3;2;3;1;23;0;0;0;0;1;1;0;0;1;4;0;0;0;0
03.12.2024;22:04;A181;1;0;0;1;2;1;4;0;100;0;0;3;6;2;4;1;45;1;4;1;35;0;0;2;2;3;10;0;0;0;0
03.12.2024;22:03;A181;1;1;1;3;4;1;3;0;100;0;0;1;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
