Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D28Z;D28B;D29Z;D29B;D70Z;D70B;H53-Bahn_M1_Z;H53-Bahn_M1_B;A53-Bahn_M2_Z;A53-Bahn_M2_B;H53-Bus_M3_Z;H53-Bus_M3_B;A53-Bus_M4_Z;A53-Bus_M4_B;STRAB_53dZ;STRAB_53dB;STRAB_57dZ;STRAB_57dB;Anf_32Z;Anf_32B;Anf_38Z;Anf_38B;FeuerwehrZ;FeuerwehrB
15.08.2024;01:50;A 12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:49;A 12;1;0;0;0;0;1;2;0;0;0;0;1;0;0;0;1;1;0;0;1;40;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:48;A 12;1;0;0;0;0;1;42;0;0;0;0;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:47;A 12;1;1;0;1;1;1;0;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
15.08.2024;01:46;A 12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
15.08.2024;01:45;A 12;1;0;0;0;0;1;1;0;0;0;0;3;3;1;1;0;0;0;0;1;29;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:44;A 12;1;2;2;3;2;0;0;0;0;0;0;2;2;1;2;0;0;0;0;0;0;3;2;3;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:43;A 12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;28;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:42;A 12;1;0;0;0;0;0;0;0;0;0;0;3;5;1;2;1;1;0;0;0;0;0;0;0;0;0;100;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:41;A 12;1;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;3;0;32;1;1;2;1;0;100;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:40;A 12;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;2;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:39;A 12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:38;A 12;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:37;A 12;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;2;1;70;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:36;A 12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:35;A 12;1;1;2;3;4;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:34;A 12;1;1;2;1;1;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;0;1;1;2;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:33;A 12;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:32;A 12;1;0;0;0;0;0;0;0;0;0;0;3;3;1;1;1;1;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:31;A 12;1;0;0;0;0;1;2;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:30;A 12;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;1;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:29;A 12;1;1;1;1;1;1;1;0;0;0;0;2;2;1;2;0;0;1;3;0;63;1;1;2;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:28;A 12;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;11;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:27;A 12;1;1;0;0;0;1;3;0;0;0;0;1;1;0;0;1;1;1;2;1;2;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:26;A 12;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:25;A 12;1;1;1;2;3;1;0;0;0;0;0;2;4;1;2;0;0;0;0;0;0;0;0;2;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:24;A 12;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:23;A 12;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;1;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:22;A 12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:21;A 12;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
15.08.2024;01:20;A 12;1;2;3;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;2;2;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:19;A 12;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:18;A 12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;47;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:17;A 12;1;2;2;1;1;0;0;0;0;0;0;2;2;1;1;0;0;1;1;1;42;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
15.08.2024;01:16;A 12;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;1;80;1;1;1;1;0;100;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
15.08.2024;01:15;A 12;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;32;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:14;A 12;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;19;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:13;A 12;1;0;0;1;1;0;0;0;0;0;0;2;2;0;0;1;2;0;0;0;0;1;1;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:12;A 12;1;3;5;0;0;0;0;0;0;0;0;2;2;1;1;0;0;1;1;1;11;3;3;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:11;A 12;1;1;1;1;1;0;0;0;0;0;0;1;2;0;0;1;2;0;0;0;0;0;0;0;0;0;100;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:10;A 12;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:09;A 12;1;0;0;1;1;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:08;A 12;1;0;0;1;1;0;0;0;0;0;0;3;4;1;1;0;0;1;3;1;4;2;2;2;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:07;A 12;1;1;1;0;0;1;59;1;26;2;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:06;A 12;1;0;0;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:05;A 12;1;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;1;3;1;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:04;A 12;1;0;0;1;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:03;A 12;1;2;3;0;0;0;0;1;22;1;19;0;0;0;0;0;0;1;2;1;77;1;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:02;A 12;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:01;A 12;1;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;01:00;A 12;1;0;0;3;2;1;1;0;0;0;0;0;0;0;0;0;0;1;2;1;15;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:59;A 12;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:58;A 12;1;4;6;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;2;2;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:57;A 12;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:56;A 12;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:55;A 12;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:54;A 12;1;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:53;A 12;1;1;1;0;0;0;0;0;45;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:52;A 12;1;0;0;1;1;0;0;1;35;1;0;2;1;2;1;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:51;A 12;1;1;1;2;1;0;0;0;12;0;0;1;1;1;1;0;0;1;2;0;12;0;0;2;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:50;A 12;1;0;0;1;1;1;1;1;31;1;0;2;2;1;1;0;0;1;1;2;41;1;1;2;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:49;A 12;1;1;1;1;1;0;0;0;0;0;0;1;4;1;7;0;0;0;0;1;58;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:48;A 12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
15.08.2024;00:47;A 12;1;0;0;0;0;0;0;0;0;0;0;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
15.08.2024;00:46;A 12;1;0;0;0;0;1;1;0;0;0;0;2;2;1;1;1;60;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
15.08.2024;00:45;A 12;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;26;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:44;A 12;1;2;3;2;3;0;0;0;0;0;0;1;1;1;1;0;0;1;2;0;12;1;1;2;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:43;A 12;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;18;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
15.08.2024;00:42;A 12;1;0;0;0;0;1;1;1;22;1;0;2;1;2;2;0;0;0;0;0;0;1;1;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:41;A 12;1;2;2;1;2;0;0;1;47;1;0;2;2;1;1;0;0;0;0;0;0;0;0;1;1;0;100;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:40;A 12;1;2;2;1;1;1;0;0;0;0;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;100;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:39;A 12;1;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:38;A 12;1;3;4;1;1;0;0;1;1;0;0;3;4;1;2;0;0;0;0;0;0;4;4;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:37;A 12;1;2;3;2;1;1;0;0;11;0;11;4;2;3;1;1;1;2;2;0;12;1;1;2;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:36;A 12;1;0;0;1;1;0;0;1;54;1;53;0;0;0;0;0;0;3;5;2;57;1;1;2;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:35;A 12;1;2;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:34;A 12;1;0;0;1;1;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:33;A 12;1;1;1;0;0;1;32;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:32;A 12;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
15.08.2024;00:31;A 12;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;3;1;17;1;2;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:30;A 12;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;15;1;18;1;1;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:29;A 12;1;1;1;0;0;1;1;0;0;0;30;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:28;A 12;1;1;1;1;1;0;0;0;0;1;33;0;0;0;0;0;0;1;3;1;89;1;1;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:27;A 12;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;24;1;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:26;A 12;1;1;1;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;1;12;1;1;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:25;A 12;1;0;0;1;1;0;0;0;0;0;0;1;2;0;0;0;0;2;2;2;9;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:24;A 12;1;1;1;1;1;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:23;A 12;1;0;0;1;1;0;0;1;1;0;18;1;1;1;1;0;0;1;1;0;11;1;1;2;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:22;A 12;1;0;0;0;0;1;26;0;0;0;100;2;2;1;1;0;0;0;0;1;42;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:21;A 12;1;0;0;0;0;1;22;0;0;1;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:20;A 12;1;0;0;0;0;1;1;1;3;2;2;1;1;1;2;0;0;3;11;2;67;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:19;A 12;1;0;0;0;0;1;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
15.08.2024;00:18;A 12;1;0;0;0;0;2;2;0;0;0;0;3;6;3;3;0;0;0;0;0;0;1;1;2;3;0;100;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;18
15.08.2024;00:17;A 12;1;1;1;2;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;17
15.08.2024;00:16;A 12;1;0;0;0;0;0;0;0;0;0;0;4;8;1;2;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:15;A 12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;1;2;0;0;0;0;0;0;1;2;0;0;0;0
15.08.2024;00:14;A 12;1;2;4;1;1;0;0;0;0;0;0;3;3;2;2;0;0;0;0;0;0;2;3;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
15.08.2024;00:13;A 12;1;2;2;0;0;0;0;0;0;0;0;2;2;1;1;1;0;1;2;0;0;1;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:12;A 12;1;3;6;0;0;0;3;0;0;0;0;2;3;1;1;1;1;0;0;0;0;4;7;2;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:11;A 12;1;2;3;2;2;2;39;1;48;1;1;2;2;0;0;0;0;2;2;2;5;0;0;2;2;0;100;0;0;1;2;0;0;1;2;0;0;0;0;0;0;0;0;1;3
15.08.2024;00:10;A 12;1;0;0;2;2;0;0;1;8;0;0;2;3;0;0;1;22;2;2;0;0;0;0;0;0;0;100;1;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:09;A 12;1;1;1;1;1;1;1;0;0;0;0;2;3;0;0;1;2;0;0;0;0;1;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:08;A 12;1;0;0;0;0;0;0;0;0;0;0;3;2;2;2;0;0;0;0;1;1;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:07;A 12;1;1;1;2;2;1;1;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:06;A 12;1;1;2;1;1;2;26;0;0;0;2;0;0;0;0;0;0;1;21;1;22;2;2;1;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:05;A 12;1;1;1;0;0;0;0;1;2;1;38;0;0;0;0;1;2;2;2;3;27;1;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:04;A 12;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;2;2;2;19;1;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:03;A 12;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;29;4;5;3;37;1;1;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:02;A 12;1;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;2;52;1;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:01;A 12;1;1;1;0;0;1;1;0;0;0;0;2;1;2;3;0;0;0;0;1;58;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2024;00:00;A 12;1;0;0;0;0;0;0;1;2;0;0;2;3;1;1;0;4;3;4;3;6;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.08.2024;23:59;A 12;1;0;0;0;0;0;0;1;1;1;80;4;4;1;1;1;63;1;1;0;47;1;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.08.2024;23:58;A 12;1;2;3;1;1;0;0;1;29;1;7;0;0;0;0;0;0;0;0;1;25;2;2;2;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.08.2024;23:57;A 12;1;1;1;0;0;0;0;1;46;0;0;2;3;1;1;0;0;1;1;0;13;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.08.2024;23:56;A 12;1;4;5;3;2;0;0;0;0;0;0;1;1;1;1;0;0;2;2;2;60;3;3;3;3;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.08.2024;23:55;A 12;1;1;1;1;1;1;0;0;0;0;0;3;3;2;2;0;0;1;71;2;7;1;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
